"","Position","C.T","G.A"
"1",1,0.710898307947492,0.403391534127824
"2",2,0.705995019533463,0.41331768538755
"3",3,0.696158167150303,0.439719887624327
"4",4,0.684465864637967,0.467264042617207
"5",5,0.671664930693562,0.492708338724813
"6",6,0.657821008957919,0.515822017098251
"7",7,0.642441388615192,0.537505267231084
"8",8,0.629799284322719,0.551480017318478
"9",9,0.627982101657714,0.548762813501138
"10",10,0.631898823541146,0.537425664201916
"11",11,0.640813892941035,0.516798208467817
"12",12,0.651538207308931,0.489672206364943
"13",-12,0.517634788146657,0.635582556513198
"14",-11,0.534181499020138,0.629243151083086
"15",-10,0.546069452154971,0.625143569836881
"16",-9,0.553687067371857,0.623607605350252
"17",-8,0.558302227692958,0.624083800140727
"18",-7,0.552782867198813,0.631591968064048
"19",-6,0.542250997036027,0.641837191613782
"20",-5,0.526434319088172,0.654116139745488
"21",-4,0.504288062811123,0.667949984337531
"22",-3,0.4798228330582,0.680803492732712
"23",-2,0.464686306588531,0.688913851155084
"24",-1,0.471243100369624,0.68946109290218
