"","Position","C.T","G.A"
"1",1,0.66154842735143,0.425092446213105
"2",2,0.655020244593723,0.396749998365318
"3",3,0.646389763509622,0.399017981974691
"4",4,0.63444138079936,0.419917176213615
"5",5,0.621153989455211,0.44519053725349
"6",6,0.608327372609711,0.467798628433777
"7",7,0.595460725011906,0.488270208807882
"8",8,0.584577731963143,0.503748124485613
"9",9,0.581371916742502,0.507755463098694
"10",10,0.582207877295384,0.506334397868181
"11",11,0.584953652979613,0.502310338404592
"12",12,0.587260715387834,0.498861008849213
"13",-12,0.515103208298487,0.57456261098914
"14",-11,0.514587117871008,0.575055404315361
"15",-10,0.515208216377667,0.574727346972893
"16",-9,0.515818971322164,0.574470074257017
"17",-8,0.514362063058802,0.575887072024434
"18",-7,0.505054645454407,0.583129071601837
"19",-6,0.490390444123979,0.593642258170976
"20",-5,0.473239608970858,0.605113575719988
"21",-4,0.450847741979972,0.618986039111311
"22",-3,0.426889844077354,0.633785620809091
"23",-2,0.418305187605065,0.645319528001208
"24",-1,0.438695247807827,0.654544686950361
