pos	3pG>A
1	0.029680791487773
2	0.0376368103640831
3	0.0270322509388116
4	0.0250579374275782
5	0.0230252252795274
6	0.02870028700287
7	0.0267205536010235
8	0.0261086224719697
9	0.0261843627437149
10	0.0262229933952759
11	0.0241516184938782
12	0.0235267882031555
13	0.0249283418744028
14	0.0244540491355778
15	0.0240639437657663
16	0.0226550547251971
17	0.0236646580471538
18	0.0242436739623531
19	0.0214550080962295
20	0.0223640444576652
21	0.0209043866870516
22	0.0243657155992299
23	0.0257029498016215
24	0.031314230443719
25	0.0268212105940982
