pos	5pC>T
1	0.0306263621718942
2	0.0422543172889404
3	0.0281190798376184
4	0.0283675799086758
5	0.0259661099597708
6	0.029227794836802
7	0.0303065024348324
8	0.0276531945975038
9	0.0269669168751738
10	0.0274464643141126
11	0.0234178277656539
12	0.023848268896246
13	0.0247965337549037
14	0.0248414667769506
15	0.0240729622323241
16	0.0239240166064335
17	0.0234284869102204
18	0.0238839751034873
19	0.0213046217284233
20	0.021731123388582
21	0.0212358676796076
22	0.0244036115037355
23	0.0261081946043064
24	0.0343840414192173
25	0.0318849058610786
