pos	3pG>A
1	0.0183648064426249
2	0.0262136984968624
3	0.0159891266634144
4	0.0171868154672692
5	0.0170814589077541
6	0.0202515111844048
7	0.0222140246924966
8	0.0194681382182046
9	0.020658859165989
10	0.0212762972171322
11	0.0201130491131961
12	0.0214359264929419
13	0.0218310314123037
14	0.0222098279321052
15	0.0211459811252128
16	0.0217857356386962
17	0.0224010164249208
18	0.0222556157214291
19	0.0210845145798368
20	0.0210943084960132
21	0.022764125876911
22	0.023426644525028
23	0.0253238692249276
24	0.0242314835708458
25	0.0250883788942164
