"","Position","C.T","G.A"
"1",1,0.091498292937789,0.107382023808642
"2",2,0.108382959972349,0.110769431283284
"3",3,0.118864178163771,0.116853587747264
"4",4,0.126861543767985,0.122558627674353
"5",5,0.132621547780684,0.12817714385796
"6",6,0.135918460522058,0.134347738603865
"7",7,0.136855992759857,0.141269816523226
"8",8,0.135783791630494,0.148810108480247
"9",9,0.139330513895203,0.150845097642243
"10",10,0.144710298478338,0.150227077118715
"11",11,0.148468937918684,0.15042304407884
"12",12,0.152463378810001,0.149752104280888
"13",-12,0.151476199786018,0.150728233210364
"14",-11,0.153034118859365,0.145899843189635
"15",-10,0.153952076938241,0.141046620863767
"16",-9,0.15367145531462,0.136630681623814
"17",-8,0.152349282802762,0.13236360341854
"18",-7,0.147665278240529,0.130465527535988
"19",-6,0.142036952580626,0.128213990927306
"20",-5,0.135433539611655,0.125361258486055
"21",-4,0.12492385833715,0.124477220960075
"22",-3,0.110731249887807,0.124754246192972
"23",-2,0.0973712572597024,0.121297345435941
"24",-1,0.0875055169857383,0.11114496168451
