pos	5pC>T
1	0.00587143853357242
2	0.0133868276793517
3	0.00825151613853861
4	0.0129546493938008
5	0.0107489430044795
6	0.0135008948719944
7	0.0183940197733301
8	0.0115396037503712
9	0.0139816725543003
10	0.0158645391181047
11	0.0117701719064581
12	0.0135729470594817
13	0.0143090540225139
14	0.016479556840579
15	0.0156747179635522
16	0.0167754575338853
17	0.0146353324044028
18	0.0155889800083141
19	0.0133032734820222
20	0.0127083207600852
21	0.0137706629870311
22	0.0168186276290457
23	0.0155160641127004
24	0.0190486183313143
25	0.0161753151368155
