"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0347953390727192,0.0144925990498598,0.0470609680269365,0.0589710793883816,0.905159106936513,-67037.2887609747
"Std.",8.55166506852561e-05,0.0039148913352396,0.00350389152153417,0.0236410440583486,0.00259642932127426,1.54097372891662
"Acceptance ratio",0.18222,0.1532,0.12682,0.18684,0.20834,0.60578
"0%",0.0344678777511596,0.00511062052740064,0.0400654051708559,0.0261039361938137,0.895671842594197,-67046.0745770136
"2.5%",0.0346256030603432,0.0069781535657157,0.0413403434497704,0.0320541264003123,0.90008444927322,-67040.9879055666
"5%",0.0346523852860348,0.00799621153652661,0.0418868973529032,0.033557940027517,0.900933762406092,-67040.2041071946
"7.5%",0.0346723311501724,0.00875856377822014,0.0423608437264482,0.0351082339930571,0.90138507010312,-67039.749722329
"10%",0.034686686351566,0.00924945257359069,0.0427264358291671,0.0358190689457468,0.90175658592398,-67039.3949762062
"12.5%",0.0346993115443548,0.00968165182800179,0.04297484647539,0.0367036796086412,0.902123984672486,-67039.0992751001
"15%",0.0347087637333461,0.0100242373650816,0.0432167850859673,0.0375870284099001,0.902450469943641,-67038.8328391225
"17.5%",0.0347167568771693,0.0103388821341108,0.043404245194896,0.0384619183889402,0.902682306666187,-67038.6175505973
"20%",0.0347245854728237,0.0106778907140141,0.043607478735482,0.0393674315713129,0.902917421745744,-67038.4350645882
"22.5%",0.0347311282604293,0.0110259769205811,0.0438417676619809,0.0404357267510633,0.903148073703352,-67038.2802326478
"25%",0.0347372157051179,0.0115787129649145,0.0440086186652895,0.0415170049084308,0.903349567843005,-67038.1316126523
"27.5%",0.0347438844244248,0.011955939891383,0.0442475522834579,0.0428200425311886,0.903588674032649,-67038.00177726
"30%",0.0347505587839279,0.0122864839969914,0.0444507366234205,0.0436815130193694,0.903765691634545,-67037.8720679665
"32.5%",0.034756836684752,0.0125214406606247,0.0446808209419044,0.0444698123600739,0.903933409963336,-67037.7483258942
"35%",0.0347626044802387,0.0127165246924653,0.0449987302141099,0.0452334550962241,0.904142331510957,-67037.6345150949
"37.5%",0.0347684370947164,0.012909448052867,0.0453745033838291,0.0460897111086532,0.904318718165281,-67037.5249840279
"40%",0.0347738320558051,0.0131720114576456,0.0456808167312924,0.0469554415099225,0.904477457883078,-67037.4169854066
"42.5%",0.0347785790827068,0.0135941827960359,0.0459613603556545,0.0480395324483629,0.904641348797273,-67037.3202744079
"45%",0.0347835346774069,0.0138716819612168,0.0463537217754311,0.0491897614223268,0.904830343912083,-67037.2173583731
"47.5%",0.0347887222784636,0.014133118939869,0.0467028512850012,0.0504188480614578,0.905009527342453,-67037.1178907016
"50%",0.0347950540795217,0.0143683092281814,0.0469305178600445,0.0517043309008685,0.905199799358516,-67037.0229731585
"52.5%",0.0348005537142952,0.0146497471757681,0.0471958406322774,0.0528669518183378,0.90534323455676,-67036.9288714942
"55%",0.0348056716541991,0.015009427433292,0.0475251841070767,0.0546141656060597,0.905508264585274,-67036.8401308953
"57.5%",0.0348107888979483,0.0155456287013713,0.0478474663979787,0.0563549911152023,0.905656351018976,-67036.7528668306
"60%",0.0348162968169862,0.0158960679364934,0.0481035952419304,0.0587874143576224,0.905829527095519,-67036.658155849
"62.5%",0.034822163510469,0.0162534920314377,0.0483552883801623,0.0610196393248508,0.906018972438638,-67036.5760788445
"65%",0.0348275411636029,0.016728057983904,0.0485893873050999,0.0634363455837354,0.906186823069259,-67036.4889203459
"67.5%",0.034833914551658,0.0170297090817381,0.0487828803492064,0.0656496114048195,0.906354853997187,-67036.3998281799
"70%",0.0348404360865637,0.0173245544978592,0.0490737621905244,0.0679464336664477,0.906550027247548,-67036.3134279854
"72.5%",0.0348474546129466,0.0175649500076323,0.0493698688678431,0.0700480969785915,0.906732372419568,-67036.2304916607
"75%",0.0348547126605831,0.0178410427425239,0.0496715824128226,0.0718419305862155,0.906929251631492,-67036.1428859515
"77.5%",0.0348613268973394,0.0180737338364605,0.0500150432751457,0.0735297583353137,0.907118234889792,-67036.0621391102
"80%",0.0348680604775887,0.0182929746104161,0.0503984619576392,0.0757480491200272,0.907325607135023,-67035.9734987422
"82.5%",0.0348759349997313,0.0184763516583045,0.050719581962956,0.0780090118888689,0.90757445454156,-67035.8791611228
"85%",0.0348848070563037,0.0187282525246746,0.0511553863419662,0.0805145111430429,0.907852613688936,-67035.7836059933
"87.5%",0.0348941404323769,0.0189864792543094,0.0515020179838625,0.0836027626633735,0.908141622411684,-67035.6804768228
"90%",0.0349070963877649,0.0192538127592225,0.0519101791693304,0.0869917187711038,0.908448995972683,-67035.5683640001
"92.5%",0.0349195577692853,0.0198443064532426,0.0524407314136022,0.0939894894733701,0.908881209989666,-67035.4397391857
"95%",0.0349357164196252,0.0208532056210013,0.053054550701023,0.109687830977825,0.909451879767993,-67035.2915997903
"97.5%",0.0349619085191552,0.0215362548708518,0.0540715200680269,0.127050033588362,0.910270241054428,-67035.0967727357
"100%",0.0350931885174672,0.0227285136830844,0.0555766131533209,0.166285077960126,0.915536336485218,-67034.5046953206
