pos	5pC>T
1	0.00645766066034788
2	0.015532745935144
3	0.00911146581537643
4	0.0124671916010499
5	0.0121255994932585
6	0.0173188541471635
7	0.0195100612423447
8	0.0147869874510431
9	0.0175930250661685
10	0.0173920567621355
11	0.0127970749542962
12	0.0155705321868464
13	0.0145939086294416
14	0.0186561387211643
15	0.0173808570284341
16	0.0181727657455813
17	0.0181194906953967
18	0.0178526945113344
19	0.0129192745947681
20	0.0147347740667976
21	0.0183098591549296
22	0.0179126451823982
23	0.0162179695102173
24	0.0216497440631031
25	0.0172646988622802
