pos	5pC>T
1	0.007209662706481
2	0.0126391791753753
3	0.00923031842156671
4	0.0116469100562749
5	0.0115984715809584
6	0.0150120062929535
7	0.0178786276448184
8	0.0141266849237116
9	0.0160849386483565
10	0.0163099969428309
11	0.0138832204644342
12	0.0150870880693434
13	0.0152744157075919
14	0.0174848073009457
15	0.0165790884718499
16	0.0178251417491701
17	0.0162879064669346
18	0.0158879397095658
19	0.0152656921382765
20	0.0151083986800554
21	0.0158075451384342
22	0.017756360163237
23	0.0174077091283283
24	0.018504462147284
25	0.0181828553500378
