"","Position","C.T","G.A"
"1",1,0.507235885434217,0.295608435466892
"2",2,0.508196748647281,0.29674722968098
"3",3,0.497992429140284,0.317764466458821
"4",4,0.484569694431209,0.341784854824226
"5",5,0.475234386354609,0.356925963507898
"6",6,0.468549297960385,0.367084112663712
"7",7,0.461306034085362,0.377322826986814
"8",8,0.455352667740302,0.385292867400401
"9",9,0.453771437836943,0.387512894044235
"10",10,0.451105098869408,0.390986232039139
"11",11,0.447801252561415,0.395113026672427
"12",12,0.446093231249164,0.397261415090394
"13",-12,0.408484537579566,0.435715652890913
"14",-11,0.403657917700212,0.439849859527599
"15",-10,0.397393710572032,0.445040334689855
"16",-9,0.391124839290424,0.450005036648605
"17",-8,0.388888343692258,0.451591064303818
"18",-7,0.384726201080185,0.454606751064153
"19",-6,0.380028861385766,0.457889347312232
"20",-5,0.373489828433494,0.462339529162482
"21",-4,0.360190643494369,0.471137549514674
"22",-3,0.336046543828386,0.485723858257199
"23",-2,0.31323847876972,0.497662152477084
"24",-1,0.309926740665217,0.497848721354359
