"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.049679900550195,0.0171271406195188,0.0220889802712531,0.636302256599898,0.524259315238011,-6241.50777419321
"Std.",0.000347745901715437,0.00126962316266074,0.0583859545185392,0.339271392876061,0.00460836756650922,1.56258713500816
"Acceptance ratio",0.2049,0.1747,0.18926,0.1346,0.21866,0.64394
"0%",0.0483994690041023,0.00886805843619976,4.81563501983535e-06,0.000384030628619747,0.506015045205366,-6253.85209628319
"2.5%",0.0490028087954118,0.0136056632382599,0.000637462603274148,0.00831986919179478,0.515339854783023,-6245.41128710593
"5%",0.0491081173061138,0.0163374860234936,0.00130463441670406,0.0235650767517835,0.516739639201741,-6244.48507386846
"7.5%",0.0491779018612451,0.0164804877611316,0.00203212511309101,0.0427585691587715,0.517593086751592,-6243.93761611568
"10%",0.0492268256491717,0.0165592324836902,0.00281611231803457,0.0575554344644835,0.518341750198388,-6243.55088499891
"12.5%",0.0492776435258038,0.0166133949380861,0.00355516473484013,0.0803036740524599,0.518933432347036,-6243.25064537421
"15%",0.0493227165415791,0.0166616461873803,0.00426896002674935,0.121348347765667,0.519434881433225,-6243.00579242763
"17.5%",0.0493577277539183,0.0167046230888177,0.00501482838643966,0.158117824547218,0.519942846438996,-6242.79030971876
"20%",0.0493907751320322,0.0167360365694178,0.00581951156959039,0.208814087397122,0.520380971413843,-6242.60308252169
"22.5%",0.049420872735192,0.0167688723661806,0.00675581513799884,0.259191716957397,0.520779997745233,-6242.42291419019
"25%",0.0494517337123575,0.0167980336334145,0.0076481030614039,0.320558008770624,0.521149661309649,-6242.27796282683
"27.5%",0.0494733187973284,0.0168242131147469,0.00843965020491049,0.388848420457797,0.521540101361515,-6242.1417748676
"30%",0.0494966711584253,0.0168513823769772,0.00918919549522946,0.463906309700488,0.52183208531561,-6242.0198833713
"32.5%",0.0495191605803853,0.0168741905374759,0.00994189970164036,0.535508982343705,0.522152724636493,-6241.90317705265
"35%",0.0495469749164617,0.0168955796091804,0.0106529482835278,0.591600908144239,0.52244792169698,-6241.78946121561
"37.5%",0.0495708505592263,0.0169217291548022,0.011214528180745,0.649728091723362,0.522736399702404,-6241.6844301125
"40%",0.0495902153553957,0.0169462173178844,0.0116683800843026,0.696018207230238,0.523044305633674,-6241.57710603445
"42.5%",0.049613587817392,0.0169712665933098,0.0120076276822553,0.73132361157868,0.523355181526349,-6241.48426893327
"45%",0.0496331777337668,0.0169923733665992,0.0124189416055563,0.755449285962444,0.523645025384745,-6241.39542072229
"47.5%",0.0496537502408997,0.0170149677774674,0.0128311193829483,0.778564244096881,0.523901088210212,-6241.31164651959
"50%",0.0496767934665223,0.0170381878133784,0.0133130859947304,0.79713191091048,0.524234764783114,-6241.23242068969
"52.5%",0.0497002796052872,0.0170594932059344,0.0136451779567424,0.810160900001557,0.524519703374805,-6241.14998970361
"55%",0.0497230456788866,0.0170854125141851,0.0140102241075803,0.82399847068569,0.52477327070491,-6241.07497392031
"57.5%",0.0497454676535568,0.0171121126684888,0.0143172295836155,0.836737141431379,0.525078736918773,-6240.99473439693
"60%",0.0497683189185534,0.0171384499001548,0.0146074606178388,0.850406062549558,0.525382257139034,-6240.91311572535
"62.5%",0.0497910228164726,0.017168315571828,0.0149395719372096,0.858939096516991,0.525628389543294,-6240.83215258355
"65%",0.0498151811448963,0.0171953186309595,0.0152475057526079,0.867310533657116,0.525926823970214,-6240.75100592928
"67.5%",0.0498385555909399,0.017224827359515,0.0156574641832345,0.878930215631516,0.526285924888027,-6240.67446928578
"70%",0.0498656319330578,0.0172535759106726,0.0159871086171248,0.887153095410954,0.526621242770493,-6240.58860870187
"72.5%",0.0498900478632923,0.017293976918856,0.0164721361972147,0.899656601439431,0.52695888870795,-6240.50763746933
"75%",0.0499151958779458,0.0173374108660562,0.0170501701372344,0.909203524486561,0.52732182617017,-6240.42431351048
"77.5%",0.0499423136842228,0.0173835178435164,0.0177060131652513,0.919351464989285,0.527789121803444,-6240.33747144231
"80%",0.0499736685262206,0.0174332897488975,0.0185948742200208,0.930497536356132,0.528204396099276,-6240.24255387058
"82.5%",0.0500053403529554,0.0174993497089758,0.0196712005451584,0.941237476274617,0.52865813449227,-6240.13367139445
"85%",0.0500395938213219,0.0175817680687911,0.021004658965423,0.95089985155255,0.529173965389728,-6240.02651885433
"87.5%",0.0500763214732959,0.017736476738274,0.022334549292117,0.963296380466293,0.529658970722641,-6239.92031087083
"90%",0.0501275385430485,0.0180204497990773,0.0241244549831575,0.972830989621703,0.530286822271231,-6239.80121552366
"92.5%",0.0501789190683565,0.0184214467163565,0.0299147707352733,0.985755642865777,0.530963822722401,-6239.666603052
"95%",0.0502485798439168,0.0192551423911049,0.0522480940364832,0.99414566705212,0.531842725124259,-6239.50632630765
"97.5%",0.0503558347754498,0.0203957493198418,0.127369576794903,0.998026419406679,0.533201938531172,-6239.26321083611
"100%",0.0509756393706042,0.0243704105571936,0.90286015017522,0.999938408923903,0.545386910556221,-6238.51492865677
