pos	5pC>T
1	0.0241891449164574
2	0.0407967571808395
3	0.0197989540175236
4	0.0201617453451194
5	0.0195711013949615
6	0.0268228831380627
7	0.0260086173129651
8	0.0223555070883315
9	0.0244531220381393
10	0.0252663260860956
11	0.0175125609844899
12	0.0202085814297571
13	0.0225129061056554
14	0.0227517751589278
15	0.021232719773925
16	0.0224034971312595
17	0.0218015361936535
18	0.0198361362656317
19	0.0199253760049236
20	0.0211494935252866
21	0.021913436089055
22	0.0220433199156603
23	0.0229810090159217
24	0.0250453577344798
25	0.0234640205916365
