"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0398160694293799,0.00510478203938303,0.0550181127396455,0.00842407035585809,0.803353572229584,-133236.512199549
"Std.",6.75867992611831e-05,0.00341644266023013,0.00342155004722307,0.00153596574182234,0.00160895828802212,1.40690858408472
"Acceptance ratio",0.14508,0.14424,0.14738,0.11822,0.26216,0.59154
"0%",0.0395783813102857,9.81432043331432e-07,0.0471891711810772,0.00515491173794198,0.796747292597877,-133247.072388775
"2.5%",0.0396811519335071,0.000227029145008093,0.0484145701638747,0.00609779582941908,0.800246143865172,-133240.046706207
"5%",0.0397034148713414,0.00043909209283467,0.048838703201933,0.0063758887600753,0.800735020089804,-133239.239503189
"7.5%",0.0397182415951142,0.000629865550041058,0.049182244479236,0.00658175201404694,0.801001991772151,-133238.769633028
"10%",0.0397288405116607,0.000851272733185336,0.0495528941557525,0.00673362881087113,0.801261054289334,-133238.404974095
"12.5%",0.0397376031751379,0.00102170297980666,0.0498727218224733,0.00685225763377949,0.80147907442845,-133238.122196744
"15%",0.0397462677714111,0.00125230964545504,0.0502536528601418,0.00694043616092573,0.801681204497221,-133237.885174495
"17.5%",0.0397531511710112,0.0015575662575907,0.0506371704196302,0.00703134348362037,0.801843156976287,-133237.681182919
"20%",0.0397595988142715,0.00183179485834186,0.051112122660336,0.00711071158849963,0.802008315853961,-133237.50152508
"22.5%",0.0397656272267421,0.00212839030060511,0.0521731199885884,0.00721541398400899,0.802164895906956,-133237.33675005
"25%",0.0397714646296725,0.00241582227245028,0.0530543338268041,0.0073013903527764,0.80229012487972,-133237.203316085
"27.5%",0.0397765033246991,0.00262969354188527,0.0534994211547017,0.00738472009339508,0.802408687143244,-133237.073246266
"30%",0.039781998460598,0.00286654463250597,0.0538377711219918,0.00747581678000935,0.802525384414564,-133236.954420537
"32.5%",0.0397866534083456,0.00314057311146606,0.0540406532033444,0.00755013732133785,0.802631387024807,-133236.837964102
"35%",0.0397909844150916,0.00334133588000617,0.0542315937833965,0.00761667853353552,0.802722861245197,-133236.733634658
"37.5%",0.0397949251091446,0.00350877841356924,0.0544346016725671,0.00769023871549701,0.802814350602027,-133236.632312992
"40%",0.0397995278927918,0.00368868911369196,0.0546679667835346,0.00779553150066427,0.802920626323582,-133236.541339527
"42.5%",0.0398039249045729,0.00392642408905826,0.0548748065731525,0.00785816240931978,0.803019905125313,-133236.453065265
"45%",0.0398076205076806,0.00419667546265037,0.0550558495107062,0.00794971367979528,0.80311737550604,-133236.365490649
"47.5%",0.0398120660746026,0.00442324164680856,0.0552848108236466,0.00801343962884362,0.80321077640303,-133236.288649283
"50%",0.0398164127878905,0.00464098532904255,0.0554999403716107,0.00809479746344158,0.803329735141714,-133236.210699338
"52.5%",0.0398201579311735,0.00484979414387282,0.0557193689879021,0.00819824332898046,0.803431162490696,-133236.128450308
"55%",0.0398243728605254,0.00504384397163578,0.0559164643955261,0.00828825888904575,0.803540120379334,-133236.051313143
"57.5%",0.0398285082768113,0.00523771769778196,0.0561915142672712,0.0083898796256807,0.803652748965563,-133235.971009143
"60%",0.0398329118765582,0.00545589947955014,0.0563928182308018,0.00848966195357095,0.803758753061443,-133235.89707225
"62.5%",0.0398376040784883,0.00566516753252231,0.0566138184761424,0.00861433670966358,0.803863406950925,-133235.830137839
"65%",0.0398416915209697,0.00587295088024171,0.0568241924083397,0.00872543879795837,0.803971065671619,-133235.764850535
"67.5%",0.0398468784795055,0.0060703807932989,0.0570236527299971,0.00884305076673216,0.804071057354632,-133235.692246712
"70%",0.0398518714238089,0.00629010629988591,0.0572341130192681,0.008963737317103,0.804200144918893,-133235.627240055
"72.5%",0.039857382059533,0.00662891834632694,0.0574482310518927,0.00912258493743284,0.804312574205125,-133235.561245072
"75%",0.039862336695219,0.00705017040298731,0.0576770577109578,0.00929111484428628,0.804436321526869,-133235.490542727
"77.5%",0.0398677977115828,0.0078957035735002,0.0579512427537055,0.00949192861414635,0.804573033631989,-133235.417978458
"80%",0.0398727029230068,0.00904374078780111,0.058270586107861,0.0096937857538586,0.804731272296901,-133235.34939849
"82.5%",0.0398800936244152,0.00950597751461269,0.0585956495443032,0.00993311406264543,0.804892855974226,-133235.270227619
"85%",0.0398867234135172,0.00990035016723395,0.0588436073055168,0.0101735482412312,0.805049439411088,-133235.2007994
"87.5%",0.0398937380577031,0.0102709403873645,0.0590688981716036,0.0104344431592822,0.805232158461108,-133235.124835879
"90%",0.039902361546405,0.0105980736564398,0.059293011858319,0.0107069571951442,0.805446034680536,-133235.03750153
"92.5%",0.0399123290742974,0.0109450757097843,0.0594842337997844,0.0110348069772434,0.805681337179877,-133234.945457478
"95%",0.0399268624604763,0.0112849644621302,0.0597119626856395,0.0114931466479213,0.805989200322177,-133234.833362953
"97.5%",0.039945864315396,0.0116999011157817,0.0599741806830094,0.0120644463146388,0.806540393185785,-133234.702755938
"100%",0.0401097436933957,0.0126183135304673,0.0607117328143107,0.014154085317842,0.8099345198408,-133234.346137974
