"","Position","C.T","G.A"
"1",1,0.128792548817299,0.123098632917479
"2",2,0.149981639125077,0.125407936971546
"3",3,0.159724641350799,0.135267364663475
"4",4,0.166384511585162,0.144963097172624
"5",5,0.170175229365257,0.154861446139358
"6",6,0.171218425019987,0.165255883734223
"7",7,0.171387302718259,0.17459504023313
"8",8,0.170238380419378,0.18361117057338
"9",9,0.175303142564586,0.185403903490702
"10",10,0.182010005246295,0.184545391713802
"11",11,0.186558086653382,0.184880874870951
"12",12,0.194108271813149,0.181425235926171
"13",-12,0.176963812931444,0.198133276686314
"14",-11,0.186118545983047,0.185315051965166
"15",-10,0.19285000360211,0.173649906574808
"16",-9,0.19537944436376,0.165140473820229
"17",-8,0.194453927385281,0.159118073384076
"18",-7,0.187084104552632,0.158657608833618
"19",-6,0.177167379703162,0.159226324888929
"20",-5,0.163658646551314,0.161415101580524
"21",-4,0.148431069618596,0.16279220224414
"22",-3,0.136619435140053,0.158100911557235
"23",-2,0.126296734999785,0.148789131216792
"24",-1,0.118165306798276,0.133449868361498
