"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0537433841495881,0.00133539557978495,2.04982931205504e-05,0.151725448585224,0.454214580337681,-6892.82742830788
"Std.",0.000193137168972403,0.000174768700467152,1.9816247271534e-05,0.0258715776304393,0.00207286202082802,1.70510638876472
"Acceptance ratio",0.22,0.15984,0.1164,0.22604,0.2003,0.6421
"0%",0.0530046553028718,0.000746984180071713,1.17872294473306e-08,0.061117166450737,0.446078036356296,-6905.9630009666
"2.5%",0.0533671634945685,0.00099171941226649,5.36082761539371e-07,0.10565324905983,0.450127728252585,-6896.98538872326
"5%",0.0534266796868355,0.00104788424593926,1.03736075840035e-06,0.112028659150118,0.450797117121117,-6896.11091603339
"7.5%",0.0534651882591837,0.00108648475168915,1.75437483694552e-06,0.115839958594157,0.451197588797129,-6895.51460790388
"10%",0.0534934169702635,0.00111434182963741,2.4128515985033e-06,0.119829855611517,0.451531699749997,-6895.12616380487
"12.5%",0.0535167897599827,0.00113772087709224,3.09723222357381e-06,0.122524441469871,0.451817519750375,-6894.80583360075
"15%",0.0535439753887829,0.00115502725992397,3.74070468281879e-06,0.125334089121719,0.452043005526689,-6894.52723652908
"17.5%",0.0535630943752688,0.00117310234178953,4.36048463785123e-06,0.127544941724014,0.452255942376988,-6894.29128096972
"20%",0.0535809731370645,0.00119040066601678,4.91500408613461e-06,0.129907872634129,0.452491732329946,-6894.09243856607
"22.5%",0.0535952539488638,0.00120313221111467,5.67495140627337e-06,0.132014938319651,0.452668474049475,-6893.91428471906
"25%",0.0536110326028498,0.00121649174788663,6.35727909103843e-06,0.133997128115391,0.452822466590818,-6893.7418459755
"27.5%",0.0536270275730249,0.00123091905685983,7.03428713903458e-06,0.135802823803749,0.452994086368959,-6893.5792208401
"30%",0.0536410607290176,0.00124516326711199,7.78860260526384e-06,0.137550435677813,0.453145826069595,-6893.42980061542
"32.5%",0.0536551110913113,0.00125690339192078,8.60165588381453e-06,0.139364577693945,0.453291426967845,-6893.28773407107
"35%",0.0536693880114681,0.00126970746300183,9.48272992465514e-06,0.140996498307106,0.453440757811711,-6893.15638815894
"37.5%",0.0536805220241574,0.00127990492182733,1.03035572341306e-05,0.142386693326643,0.453569967649504,-6893.03889518356
"40%",0.0536927282474084,0.00129163182423791,1.10420404135749e-05,0.143919462428811,0.453720674125145,-6892.92058771413
"42.5%",0.0537061879080306,0.00130185496682064,1.19648612000622e-05,0.145301194141048,0.45383866976513,-6892.80711620193
"45%",0.0537182763249318,0.00131116336344929,1.28944485654379e-05,0.146836914429073,0.45397170850683,-6892.69813477314
"47.5%",0.053730784202628,0.00132272530608043,1.36419728523475e-05,0.148272528337823,0.454103728199649,-6892.59419880029
"50%",0.0537415570307846,0.00133391881772866,1.48807667347019e-05,0.149926169087615,0.454237709044541,-6892.50153578034
"52.5%",0.0537526557303679,0.00134504523032554,1.58201967799719e-05,0.151467483518903,0.45437430168041,-6892.39830460468
"55%",0.0537648645188727,0.00135539969479667,1.6789605184919e-05,0.153254166295264,0.454499968255696,-6892.29715367086
"57.5%",0.0537797871880084,0.00136668899081044,1.79513440496913e-05,0.155016241123868,0.454638372867389,-6892.19979845045
"60%",0.053792181469817,0.00137786932319078,1.89552645454263e-05,0.156865639059433,0.454755899354376,-6892.11128955246
"62.5%",0.0538060239444759,0.00139006144589908,2.04107872548593e-05,0.158286114462051,0.454883457629591,-6892.02533632816
"65%",0.0538190945941432,0.00140144556161084,2.15549375618383e-05,0.159953194386331,0.455019286754843,-6891.93656912933
"67.5%",0.0538326237108456,0.0014127783274034,2.30370009700435e-05,0.161692976586462,0.455147446430991,-6891.85209494217
"70%",0.0538467906747031,0.00142454803720745,2.44692570017343e-05,0.163670154722623,0.45529261896339,-6891.76473712635
"72.5%",0.0538607037468282,0.00143708827233832,2.62567633018051e-05,0.165829794748081,0.455425039756696,-6891.67074437712
"75%",0.0538756249067219,0.00144965562008244,2.80453965412931e-05,0.167984229284439,0.455605210704818,-6891.5807339236
"77.5%",0.0538914828347702,0.00146527126773074,3.00508164156652e-05,0.170267193632341,0.455793252264781,-6891.49024678772
"80%",0.0539084751338044,0.00148040343729405,3.25099895875541e-05,0.172684901382924,0.455943543244267,-6891.39519823106
"82.5%",0.0539252439158892,0.00149864566225524,3.47026380146916e-05,0.175297238382278,0.456163211355542,-6891.30194948331
"85%",0.0539438517790284,0.00151411325835698,3.77707340325312e-05,0.178271028754163,0.456373465802222,-6891.19731568317
"87.5%",0.0539676002781268,0.00153446929318631,4.14593561661849e-05,0.18139095686308,0.456605588924869,-6891.08144470647
"90%",0.0539906701200598,0.00155844953079531,4.63691295385596e-05,0.18464194486417,0.45687063140299,-6890.96364289039
"92.5%",0.0540205532062681,0.00158994295312316,5.20346694059446e-05,0.19050372130327,0.457148356118841,-6890.83448247687
"95%",0.0540650149961785,0.001628455892827,6.06362647422304e-05,0.196478697653257,0.457571274908438,-6890.68258401131
"97.5%",0.0541228797754941,0.00168789055351694,7.41879006023628e-05,0.207402529872603,0.458262372694885,-6890.48149315273
"100%",0.0544692682286132,0.00205451491448264,0.000166003086196252,0.283498887853568,0.461628612140661,-6889.87806615972
