Sample	Unique Reads	Duplicate Reads
Gmi-ABas_028-Ex1-b-cssl2.clmp.r1	1720961.0	1172180.0
Gmi-ABas_028-Ex1-b-cssl2.clmp.r2	1802314.0	1090827.0
Gmi-ABas_029-Ex1-b-cssl.clmp.r1	1454923.0	1083423.0
Gmi-ABas_029-Ex1-b-cssl.clmp.r2	1568118.0	970228.0
Gmi-ABas_030-Ex1-b-cssl2.clmp.r1	1425141.0	972601.0
Gmi-ABas_030-Ex1-b-cssl2.clmp.r2	1542075.0	855667.0
Gmi-ABas_031-Ex1-b-cssl.clmp.r1	1532305.0	1046646.0
Gmi-ABas_031-Ex1-b-cssl.clmp.r2	1632592.0	946359.0
Gmi-ABas_032-Ex1-b-cssl.clmp.r1	1523968.0	922835.0
Gmi-ABas_032-Ex1-b-cssl.clmp.r2	1588879.0	857924.0
Gmi-ABas_033-Ex1-b-cssl2.clmp.r1	1513345.0	954953.0
Gmi-ABas_033-Ex1-b-cssl2.clmp.r2	1564435.0	903863.0
Gmi-ABas_034-Ex1-b-cssl2.clmp.r1	1270214.0	798940.0
Gmi-ABas_034-Ex1-b-cssl2.clmp.r2	1340229.0	728925.0
Gmi-ABas_035-Ex1-b-cssl2.clmp.r1	1796587.0	1161648.0
Gmi-ABas_035-Ex1-b-cssl2.clmp.r2	1889935.0	1068300.0
Gmi-ABas_036-Ex1-b-cssl.clmp.r1	1686039.0	1149932.0
Gmi-ABas_036-Ex1-b-cssl.clmp.r2	1734472.0	1101499.0
Gmi-ABas_037-Ex1-b-cssl.clmp.r1	1989634.0	1463160.0
Gmi-ABas_037-Ex1-b-cssl.clmp.r2	2138618.0	1314176.0
Gmi-ABas_038-Ex1-b-cssl.clmp.r1	1805307.0	998594.0
Gmi-ABas_038-Ex1-b-cssl.clmp.r2	1854652.0	949249.0
Gmi-ABas_039-Ex1-b-cssl.clmp.r1	1476605.0	789410.0
Gmi-ABas_039-Ex1-b-cssl.clmp.r2	1525555.0	740460.0
Gmi-ABas_040-Ex1-b-cssl.clmp.r1	1626453.0	1124585.0
Gmi-ABas_040-Ex1-b-cssl.clmp.r2	1680105.0	1070933.0
Gmi-ABas_041-Ex1-b-cssl.clmp.r1	1873958.0	1374311.0
Gmi-ABas_041-Ex1-b-cssl.clmp.r2	1946612.0	1301657.0
Gmi-ABas_042-Ex1-b-cssl.clmp.r1	1405131.0	982695.0
Gmi-ABas_042-Ex1-b-cssl.clmp.r2	1466809.0	921017.0
Gmi-ABas_043-Ex1-b-cssl.clmp.r1	1507961.0	1080716.0
Gmi-ABas_043-Ex1-b-cssl.clmp.r2	1564561.0	1024116.0
Gmi-ABas_045-Ex1-b-cssl2.clmp.r1	1044707.0	6557956.0
Gmi-ABas_045-Ex1-b-cssl2.clmp.r2	1247677.0	6354986.0
Gmi-ABas_046-Ex1-b-cssl.clmp.r1	1958490.0	1444657.0
Gmi-ABas_046-Ex1-b-cssl.clmp.r2	2071111.0	1332036.0
Gmi-ABas_047-Ex1-b-cssl2.clmp.r1	1718996.0	862503.0
Gmi-ABas_047-Ex1-b-cssl2.clmp.r2	1745410.0	836089.0
Gmi-ABas_048-Ex1-b-cssl.clmp.r1	1768232.0	993736.0
Gmi-ABas_048-Ex1-b-cssl.clmp.r2	1819310.0	942658.0
Gmi-ABas_049-Ex1-b-cssl2.clmp.r1	1674329.0	8087275.0
Gmi-ABas_049-Ex1-b-cssl2.clmp.r2	2083325.0	7678279.0
Gmi-ABas_050-Ex1-b-cssl.clmp.r1	2345997.0	1756193.0
Gmi-ABas_050-Ex1-b-cssl.clmp.r2	2493465.0	1608725.0
Gmi-ABas_051-Ex1-b-cssl.clmp.r1	2230671.0	1568491.0
Gmi-ABas_051-Ex1-b-cssl.clmp.r2	2363706.0	1435456.0
Gmi-ABas_052-Ex1-b-cssl.clmp.r1	2112652.0	1834311.0
Gmi-ABas_052-Ex1-b-cssl.clmp.r2	2338206.0	1608757.0
Gmi-ABas_053-Ex1-b-cssl.clmp.r1	2767879.0	2303557.0
Gmi-ABas_053-Ex1-b-cssl.clmp.r2	2915376.0	2156060.0
Gmi-ABas_055-Ex1-b-cssl2.clmp.r1	2508063.0	1644269.0
Gmi-ABas_055-Ex1-b-cssl2.clmp.r2	2652089.0	1500243.0
Gmi-ABas_056-Ex1-b-cssl.clmp.r1	2341724.0	1446352.0
Gmi-ABas_056-Ex1-b-cssl.clmp.r2	2450245.0	1337831.0
Gmi-ABas_057-Ex1-b-cssl.clmp.r1	2468470.0	1613075.0
Gmi-ABas_057-Ex1-b-cssl.clmp.r2	2630772.0	1450773.0
Gmi-ABas_058-Ex1-b-cssl2.clmp.r1	1673807.0	953555.0
Gmi-ABas_058-Ex1-b-cssl2.clmp.r2	1777711.0	849651.0
Gmi-ABas_059-Ex1-b-cssl2.clmp.r1	1749973.0	930442.0
Gmi-ABas_059-Ex1-b-cssl2.clmp.r2	1849317.0	831098.0
Gmi-ABas_060-Ex1-b-cssl2.clmp.r1	1539334.0	1351842.0
Gmi-ABas_060-Ex1-b-cssl2.clmp.r2	1662539.0	1228637.0
Gmi-ABas_061-Ex1-b-cssl.clmp.r1	1605617.0	978536.0
Gmi-ABas_061-Ex1-b-cssl.clmp.r2	1715134.0	869019.0
Gmi-AHam_001-Ex1-cssl2.clmp.r1	3258340.0	481300.0
Gmi-AHam_001-Ex1-cssl2.clmp.r2	3266098.0	473542.0
Gmi-AHam_002-Ex1-cssl2.clmp.r1	3267235.0	1251452.0
Gmi-AHam_002-Ex1-cssl2.clmp.r2	3336871.0	1181816.0
Gmi-AHam_005-Ex1-cssl.clmp.r1	3825032.0	804388.0
