"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0522152584092534,0.0202375614862196,0.0747580976360051,0.689750107389708,0.559291501482057,-2411.99461773148
"Std.",0.000611372140046441,0.000824510777808009,0.140837300037756,0.254966842009966,0.00819726919789258,1.44073231114949
"Acceptance ratio",0.17742,0.15146,0.19298,0.27718,0.18898,0.68528
"0%",0.0499768383751279,0.0114942839205237,4.34751726493404e-05,7.83259167335439e-05,0.528552085743215,-2423.70775073513
"2.5%",0.0510347661610858,0.0187929391291024,0.00847001420243829,0.0626713979693101,0.543662757707158,-2415.43876433136
"5%",0.0512042260981329,0.0191432496690083,0.0140776142227016,0.177189022288448,0.545922298020675,-2414.67991734322
"7.5%",0.0513132261847913,0.0193469271940305,0.0178933883614717,0.270806192629261,0.547470516886938,-2414.22649120765
"10%",0.0514179987070898,0.0194743550826099,0.0195992571939179,0.338923429828657,0.548815716643516,-2413.89038013
"12.5%",0.051505683078866,0.0195551260088298,0.0205665282051699,0.384499407512423,0.549804523899607,-2413.61686142189
"15%",0.0515732060368256,0.0196484038555969,0.021658766645218,0.423807468843546,0.550683090671733,-2413.39745031981
"17.5%",0.0516352112210482,0.0197141271482983,0.0223628929229445,0.459672940055643,0.551461932879939,-2413.21439410597
"20%",0.0516898117342647,0.019766990033213,0.0231428624465091,0.486057212638257,0.552229135466093,-2413.04713642684
"22.5%",0.0517422364802278,0.0198220596556084,0.0238237749954155,0.508086649031191,0.552890164050086,-2412.89761530153
"25%",0.0517934048836897,0.0198783690041963,0.0247640575151968,0.528084076450613,0.553518836603024,-2412.75767466805
"27.5%",0.0518422664355799,0.0199271392498001,0.0257345107234983,0.547678320214003,0.554214019513414,-2412.64162341011
"30%",0.0518882612512123,0.0199712904272265,0.0264347373932103,0.567669230165386,0.554781588933484,-2412.52084219639
"32.5%",0.0519278249358862,0.0200110666707446,0.0271927893095957,0.586866319873382,0.555429735167806,-2412.407315803
"35%",0.0519749255550277,0.0200581025211477,0.027808738847295,0.603825550769144,0.555998917627588,-2412.29076810949
"37.5%",0.0520111232049677,0.0200955030272851,0.0282989428907144,0.621506858391386,0.556599505295027,-2412.1947534379
"40%",0.0520571690062828,0.0201401807909504,0.0288847944020975,0.639066722676442,0.557208901047831,-2412.10726829794
"42.5%",0.0520943502695051,0.0201812423777717,0.029678402317936,0.659234629224516,0.557719795800538,-2412.01509542357
"45%",0.0521386609213248,0.0202215870935766,0.0304498756830718,0.678688367433974,0.558227707706397,-2411.92592744606
"47.5%",0.052177799211676,0.0202629258863638,0.0313866067358801,0.697578522011059,0.558756600514548,-2411.83960597732
"50%",0.052215939828609,0.0202961278962386,0.0322201075997143,0.716611702711817,0.559224883044005,-2411.76014399215
"52.5%",0.0522601996827792,0.020332827738191,0.033244504408632,0.738794820938697,0.559730722739376,-2411.67662396521
"55%",0.0523035143997797,0.0203707040865826,0.0341271537660396,0.758403197382746,0.560177006496515,-2411.59592072685
"57.5%",0.0523397457505308,0.0204113715232471,0.0350699295878089,0.779071237898509,0.560695985290675,-2411.52480867504
"60%",0.0523785061956991,0.0204485539003556,0.0363755090637168,0.801377428913366,0.561236071540132,-2411.45187474436
"62.5%",0.052418091185519,0.0204822682846376,0.0373736090716033,0.823346451182103,0.561803569338468,-2411.37832637678
"65%",0.0524610710484732,0.0205211984736399,0.0388595222140208,0.844788591015108,0.562402735149713,-2411.30124665239
"67.5%",0.0524983163028692,0.0205660624543959,0.0404401735520671,0.865880828856096,0.563018199304736,-2411.22927976496
"70%",0.0525500878209715,0.0206099789163624,0.0422569273013517,0.887932419316168,0.5636707116141,-2411.15542997899
"72.5%",0.0525981628243015,0.0206542706893478,0.0444343000538739,0.906815795347814,0.564256300609151,-2411.07590700722
"75%",0.0526442506548944,0.0207001654185383,0.0468427504258993,0.922712517179784,0.564873575641696,-2410.99778683822
"77.5%",0.0526922905826602,0.0207478679600314,0.0501602012007593,0.937196606924983,0.56564052639193,-2410.92092985497
"80%",0.0527432899815227,0.0208016309789503,0.0554550986216675,0.952934342879613,0.566392476844753,-2410.83839446158
"82.5%",0.0527993546614876,0.020870272846528,0.0640957198860461,0.965671805989606,0.567209938657326,-2410.73548114482
"85%",0.0528596857245395,0.020933564102931,0.0775806833035268,0.976140669902083,0.568026383387812,-2410.62720959757
"87.5%",0.0529261423061027,0.0209909522857783,0.101270474036413,0.982515151473406,0.568880929831408,-2410.49308002872
"90%",0.0530024817816936,0.0210753296018314,0.142233766703718,0.98925114264163,0.570013870708181,-2410.36350470857
"92.5%",0.0530948895156933,0.0211595973811086,0.21577103083721,0.993201211404811,0.571256680716526,-2410.21743403386
"95%",0.0532004044204035,0.0212847477322353,0.354970265317081,0.997087116172534,0.572804670239789,-2410.03825037915
"97.5%",0.0533812146388089,0.0214752532235129,0.595058429551314,0.999023125059512,0.575170788405677,-2409.83290730446
"100%",0.0551820281737471,0.0244365356888854,0.998901664026826,0.999991407581313,0.590969216473885,-2409.2688457033
