pos	3pG>A
1	0.025574532772959
2	0.0379670063076177
3	0.0216262975778547
4	0.0197578803106441
5	0.0164953382739661
6	0.0273237083880205
7	0.0278164116828929
8	0.0206851971557854
9	0.0221771923899583
10	0.0245495495495495
11	0.0204537833910808
12	0.0215916798553018
13	0.0239745483467788
14	0.0254944552417972
15	0.0248812485862927
16	0.0205081462914435
17	0.0237371375116932
18	0.0229657262765213
19	0.0210093628682348
20	0.0204126913689816
21	0.0245455598008568
22	0.0235865417967395
23	0.024776324845148
24	0.029206574435379
25	0.0281344200066987
