Sample	Unique Reads	Duplicate Reads
Gmi-ABas_001-Ex1-b-cssl2.1	1948037.0	3690597.0
Gmi-ABas_001-Ex1-b-cssl2.2	2199457.0	3439177.0
Gmi-ABas_003-Ex1-b-cssl2.1	2262757.0	2159338.0
Gmi-ABas_003-Ex1-b-cssl2.2	2455883.0	1966212.0
Gmi-ABas_004-Ex1-b-cssl2.1	1403736.0	1714120.0
Gmi-ABas_004-Ex1-b-cssl2.2	1567733.0	1550123.0
Gmi-ABas_008-Ex1-b-cssl.1	5179739.0	5206182.0
Gmi-ABas_008-Ex1-b-cssl.2	5865464.0	4520457.0
Gmi-ABas_009-Ex1-b-cssl.1	2794010.0	2682251.0
Gmi-ABas_009-Ex1-b-cssl.2	2929862.0	2546399.0
Gmi-ABas_010-Ex1-b-cssl.1	2977165.0	2953257.0
Gmi-ABas_010-Ex1-b-cssl.2	3146221.0	2784201.0
Gmi-ABas_011-Ex1-b-cssl.1	1868735.0	2842651.0
Gmi-ABas_011-Ex1-b-cssl.2	2046011.0	2665375.0
Gmi-ABas_012-Ex1-b-cssl.1	2690698.0	4037105.0
Gmi-ABas_012-Ex1-b-cssl.2	2933027.0	3794776.0
Gmi-ABas_013-Ex1-b-cssl.1	1681154.0	2359163.0
Gmi-ABas_013-Ex1-b-cssl.2	1827027.0	2213290.0
Gmi-ABas_014-Ex1-b-cssl.1	307058.0	359357.0
Gmi-ABas_014-Ex1-b-cssl.2	331445.0	334970.0
Gmi-ABas_015-Ex1-b-cssl.1	2470461.0	3516187.0
Gmi-ABas_015-Ex1-b-cssl.2	2627939.0	3358709.0
Gmi-ABas_016-Ex1-b-cssl.1	2726865.0	4164739.0
Gmi-ABas_016-Ex1-b-cssl.2	2981111.0	3910493.0
Gmi-ABas_017-Ex1-b-cssl2.1	2442143.0	3440344.0
Gmi-ABas_017-Ex1-b-cssl2.2	2595761.0	3286726.0
Gmi-ABas_018-Ex1-b-cssl2.1	3031196.0	3180633.0
Gmi-ABas_018-Ex1-b-cssl2.2	3153626.0	3058203.0
Gmi-ABas_019-Ex1-b-cssl2.1	2356790.0	2099227.0
Gmi-ABas_019-Ex1-b-cssl2.2	2432246.0	2023771.0
Gmi-ABas_022-Ex1-b-cssl2.1	2990582.0	2234098.0
Gmi-ABas_022-Ex1-b-cssl2.2	3068545.0	2156135.0
Gmi-ABas_024-Ex1-b-cssl.1	2386388.0	3221777.0
Gmi-ABas_024-Ex1-b-cssl.2	2575324.0	3032841.0
Gmi-ABas_025-Ex1-b-cssl.1	1688754.0	3326042.0
Gmi-ABas_025-Ex1-b-cssl.2	1840218.0	3174578.0
Gmi-ABas_026-Ex1-b-cssl.1	1448317.0	8408663.0
Gmi-ABas_026-Ex1-b-cssl.2	1862614.0	7994366.0
Gmi-ABas_027-Ex1-b-cssl.1	1450142.0	9670858.0
Gmi-ABas_027-Ex1-b-cssl.2	1906520.0	9214480.0
Gmi-ABas_028-Ex1-b-cssl2.1	1609936.0	8070669.0
Gmi-ABas_028-Ex1-b-cssl2.2	1970429.0	7710176.0
Gmi-ABas_029-Ex1-b-cssl.1	1402005.0	8336839.0
Gmi-ABas_029-Ex1-b-cssl.2	1782631.0	7956213.0
Gmi-ABas_030-Ex1-b-cssl2.1	1351790.0	6598032.0
Gmi-ABas_030-Ex1-b-cssl2.2	1660146.0	6289676.0
Gmi-ABas_031-Ex1-b-cssl.1	1494438.0	8178859.0
Gmi-ABas_031-Ex1-b-cssl.2	1867201.0	7806096.0
Gmi-ABas_032-Ex1-b-cssl.1	1474661.0	7386318.0
Gmi-ABas_032-Ex1-b-cssl.2	1745557.0	7115422.0
Gmi-ABas_033-Ex1-b-cssl2.1	1464784.0	7210592.0
Gmi-ABas_033-Ex1-b-cssl2.2	1712434.0	6962942.0
Gmi-ABas_034-Ex1-b-cssl2.1	1321666.0	6748584.0
Gmi-ABas_034-Ex1-b-cssl2.2	1569629.0	6500621.0
Gmi-ABas_035-Ex1-b-cssl2.1	1714333.0	7868879.0
Gmi-ABas_035-Ex1-b-cssl2.2	2049256.0	7533956.0
Gmi-ABas_036-Ex1-b-cssl.1	1577985.0	8341607.0
Gmi-ABas_036-Ex1-b-cssl.2	1870500.0	8049092.0
Gmi-ABas_037-Ex1-b-cssl.1	1918105.0	11383403.0
Gmi-ABas_037-Ex1-b-cssl.2	2308779.0	10992729.0
Gmi-ABas_038-Ex1-b-cssl.1	1772273.0	8179580.0
Gmi-ABas_038-Ex1-b-cssl.2	2057722.0	7894131.0
Gmi-ABas_039-Ex1-b-cssl.1	1443009.0	6380703.0
Gmi-ABas_039-Ex1-b-cssl.2	1680371.0	6143341.0
Gmi-ABas_040-Ex1-b-cssl.1	1598811.0	9510483.0
Gmi-ABas_040-Ex1-b-cssl.2	1898332.0	9210962.0
Gmi-ABas_041-Ex1-b-cssl.1	1758348.0	9529408.0
Gmi-ABas_041-Ex1-b-cssl.2	2061923.0	9225833.0
Gmi-ABas_042-Ex1-b-cssl.1	1413474.0	7578244.0
Gmi-ABas_042-Ex1-b-cssl.2	1666125.0	7325593.0
Gmi-ABas_043-Ex1-b-cssl.1	1422300.0	7564845.0
Gmi-ABas_043-Ex1-b-cssl.2	1686996.0	7300149.0
Gmi-ABas_045-Ex1-b-cssl2.1	1586608.0	15179570.0
Gmi-ABas_045-Ex1-b-cssl2.2	1957380.0	14808798.0
Gmi-ABas_046-Ex1-b-cssl.1	1837825.0	10931134.0
Gmi-ABas_046-Ex1-b-cssl.2	2189564.0	10579395.0
Gmi-ABas_047-Ex1-b-cssl2.1	1809412.0	7772328.0
Gmi-ABas_047-Ex1-b-cssl2.2	2033938.0	7547802.0
Gmi-ABas_048-Ex1-b-cssl.1	1740151.0	8512560.0
Gmi-ABas_048-Ex1-b-cssl.2	2022229.0	8230482.0
Gmi-ABas_049-Ex1-b-cssl2.1	2084946.0	19790342.0
Gmi-ABas_049-Ex1-b-cssl2.2	2799819.0	19075469.0
Gmi-ABas_050-Ex1-b-cssl.1	2129864.0	11860844.0
Gmi-ABas_050-Ex1-b-cssl.2	2686546.0	11304162.0
Gmi-ABas_051-Ex1-b-cssl.1	2040446.0	11876728.0
Gmi-ABas_051-Ex1-b-cssl.2	2551202.0	11365972.0
Gmi-ABas_052-Ex1-b-cssl.1	1881011.0	12039786.0
Gmi-ABas_052-Ex1-b-cssl.2	2406666.0	11514131.0
Gmi-ABas_053-Ex1-b-cssl.1	2369540.0	18461392.0
Gmi-ABas_053-Ex1-b-cssl.2	3040202.0	17790730.0
Gmi-ABas_055-Ex1-b-cssl2.1	2270797.0	13110174.0
Gmi-ABas_055-Ex1-b-cssl2.2	2835028.0	12545943.0
Gmi-ABas_056-Ex1-b-cssl.1	2224662.0	13238491.0
Gmi-ABas_056-Ex1-b-cssl.2	2756054.0	12707099.0
Gmi-ABas_057-Ex1-b-cssl.1	2216546.0	12811815.0
Gmi-ABas_057-Ex1-b-cssl.2	2790788.0	12237573.0
Gmi-ABas_058-Ex1-b-cssl2.1	1714830.0	8010120.0
Gmi-ABas_058-Ex1-b-cssl2.2	2113538.0	7611412.0
Gmi-ABas_059-Ex1-b-cssl2.1	1786871.0	7523191.0
Gmi-ABas_059-Ex1-b-cssl2.2	2164673.0	7145389.0
Gmi-ABas_060-Ex1-b-cssl2.1	1724895.0	7810541.0
Gmi-ABas_060-Ex1-b-cssl2.2	2122460.0	7412976.0
Gmi-ABas_061-Ex1-b-cssl.1	1628113.0	8466194.0
Gmi-ABas_061-Ex1-b-cssl.2	2054175.0	8040132.0
Gmi-AHam_001-Ex1-cssl2.1	3284095.0	3386768.0
Gmi-AHam_001-Ex1-cssl2.2	3453195.0	3217668.0
Gmi-AHam_002-Ex1-cssl2.1	2965034.0	8037674.0
Gmi-AHam_002-Ex1-cssl2.2	3364138.0	7638570.0
Gmi-AHam_005-Ex1-cssl.1	3843913.0	5630410.0
Gmi-AHam_005-Ex1-cssl.2	4072508.0	5401815.0
Gmi-AHam_006-Ex1-cssl.1	2075386.0	14568796.0
Gmi-AHam_006-Ex1-cssl.2	2444507.0	14199675.0
Gmi-AHam_007-Ex1-cssl.1	4006031.0	23876703.0
Gmi-AHam_007-Ex1-cssl.2	4792252.0	23090482.0
Gmi-AHam_008-Ex1-cssl.1	4128787.0	13741508.0
Gmi-AHam_008-Ex1-cssl.2	4449854.0	13420441.0
Gmi-AHam_009-Ex1-cssl.1	4984288.0	9880643.0
Gmi-AHam_009-Ex1-cssl.2	5341817.0	9523114.0
Gmi-AHam_012-Ex1-cssl.1	6142233.0	6181261.0
Gmi-AHam_012-Ex1-cssl.2	6329279.0	5994215.0
Gmi-AHam_013-Ex1-cssl2.1	2736873.0	6865660.0
Gmi-AHam_013-Ex1-cssl2.2	3021688.0	6580845.0
Gmi-AHam_015-Ex1-cssl2.1	1939914.0	4729887.0
Gmi-AHam_015-Ex1-cssl2.2	2225717.0	4444084.0
Gmi-AHam_016-Ex1-cssl2.1	2085625.0	7328874.0
