"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0476451808248026,0.00312204195140817,6.01497511413923e-06,0.155580331651456,0.483340520968046,-37543.9796965989
"Std.",9.13388682235329e-05,9.09241954563445e-05,5.89914642369815e-06,0.00918969588701922,0.00117259973048176,1.68667552533864
"Acceptance ratio",0.20942,0.15954,0.13454,0.29312,0.21892,0.68372
"0%",0.0472159248540972,0.00278326329193884,9.05370475763225e-10,0.12081793672517,0.478988422329515,-37555.0193559843
"2.5%",0.0474684151504503,0.00294216458932516,1.5012581162337e-07,0.137984846804637,0.481065278417666,-37548.0660753933
"5%",0.0474973472240902,0.00297002536017274,3.51945627993557e-07,0.140480508795914,0.481424383864754,-37547.1924560844
"7.5%",0.0475142987262569,0.00299089543172376,5.06863376563496e-07,0.142410233509565,0.481676637935925,-37546.639729937
"10%",0.0475284924990707,0.00300555176679297,6.6276315429764e-07,0.144038481312148,0.48184707287951,-37546.2402146272
"12.5%",0.0475428947101571,0.00301716373177357,8.56369645314183e-07,0.145049262689016,0.482003163039669,-37545.9153697206
"15%",0.0475527405806811,0.00302756574857514,1.03894843341855e-06,0.146008471050512,0.482118254449758,-37545.6680609292
"17.5%",0.0475616773564091,0.00303634180163275,1.20141763357664e-06,0.146906402794932,0.482235385075492,-37545.4471213304
"20%",0.0475685551658506,0.00304492022776154,1.39612306059424e-06,0.147837269485631,0.482352743195012,-37545.2386157744
"22.5%",0.0475753453243364,0.0030528729532703,1.60738096024821e-06,0.14863042923683,0.48245323419569,-37545.0621381849
"25%",0.047582652394714,0.00306163202327862,1.76949199486158e-06,0.149395404369647,0.482541047129314,-37544.8897722503
"27.5%",0.0475886300587757,0.00306883949350797,1.95401992540596e-06,0.150106499483872,0.482627521686096,-37544.7346062727
"30%",0.0475946939387611,0.00307498982023607,2.17362146548263e-06,0.150793901180687,0.482716781580563,-37544.5855600402
"32.5%",0.0476018595652305,0.003081836513378,2.38429607560609e-06,0.151382800834515,0.482811680311133,-37544.4468713487
"35%",0.0476082610127358,0.00308757962197574,2.61806240719941e-06,0.151916382927857,0.482887814611707,-37544.3275846646
"37.5%",0.0476144185255781,0.00309299684877439,2.82848013413159e-06,0.152553115836092,0.482967312159178,-37544.2034398483
"40%",0.0476206987805312,0.00309919371523433,3.06342065152694e-06,0.153131495195847,0.483054784394807,-37544.0864394107
"42.5%",0.0476272739939042,0.00310542105705303,3.30118731865258e-06,0.153684863602274,0.483131856428631,-37543.9775460858
"45%",0.0476340803024405,0.00311042083413288,3.56963060267534e-06,0.154252106096247,0.483203793555673,-37543.8688557425
"47.5%",0.0476398709684059,0.0031159365278546,3.85318536647134e-06,0.154848467785308,0.483280326792555,-37543.7682632057
"50%",0.0476453642471162,0.00312217905863893,4.22337896256399e-06,0.155393552316423,0.483341743248867,-37543.6687371891
"52.5%",0.0476517558668135,0.00312725289394695,4.51332703379222e-06,0.155977249700524,0.483419127577301,-37543.5705355741
"55%",0.0476568436502994,0.00313372695346007,4.79891954139299e-06,0.156524275671486,0.483490431232696,-37543.4747717423
"57.5%",0.047663363154009,0.00313961990100926,5.11311309012183e-06,0.15714846617128,0.483555911601285,-37543.3772716691
"60%",0.0476694155682279,0.00314491442925472,5.51825597484361e-06,0.157760507161663,0.483622369584343,-37543.2782599873
"62.5%",0.0476751931619752,0.00315126380402778,5.9356173539699e-06,0.158338711793293,0.483689574122857,-37543.1834672226
"65%",0.0476810575440795,0.00315774961822137,6.38618538901743e-06,0.158977103780365,0.483768967539255,-37543.0894342988
"67.5%",0.0476877107069308,0.00316451538539622,6.83909445039134e-06,0.159598162727221,0.483845798190158,-37543.0021493241
"70%",0.0476935480978911,0.00316993863518808,7.31440079287636e-06,0.160319989301725,0.483938980203054,-37542.9057391929
"72.5%",0.0477006708205017,0.003176049911122,7.83075798876472e-06,0.161034890056166,0.484035593213127,-37542.8213123291
"75%",0.0477066800326436,0.00318309229925964,8.44186924045465e-06,0.161736127667737,0.484112051510809,-37542.7335252619
"77.5%",0.0477139410268055,0.00318968688815539,9.00917765230376e-06,0.162497320573947,0.484208638922628,-37542.641769627
"80%",0.0477213764735784,0.00319677401287971,9.68245010879267e-06,0.163231658537165,0.484321175851753,-37542.5503920159
"82.5%",0.0477301683794624,0.00320562689391074,1.04312488811094e-05,0.164182703364571,0.484426365819055,-37542.4558075387
"85%",0.0477399315414657,0.00321536814762967,1.15161553036558e-05,0.165000245103623,0.4845493866543,-37542.3467248221
"87.5%",0.0477501221240577,0.00322520878839235,1.26248553165373e-05,0.166058220503758,0.484695725185019,-37542.2475150977
"90%",0.0477630798332336,0.00323740415643407,1.40489227138445e-05,0.167463509468504,0.484862142501301,-37542.1309270573
"92.5%",0.0477776463009811,0.00325203266029636,1.55049231754218e-05,0.169124097615255,0.485045741097041,-37542.0015272993
"95%",0.0477954791623716,0.00327115527310257,1.78637986455842e-05,0.171019721213708,0.485301251265204,-37541.845560458
"97.5%",0.0478239769955462,0.00330145578430372,2.13621455281259e-05,0.174081299186402,0.485645431038533,-37541.648818985
"100%",0.048003815087671,0.00354055893972896,6.45389117612384e-05,0.193653006623212,0.487861923178464,-37541.0716822816
