"","Position","C.T","G.A"
"1",1,0.062901298486008,0.0862264496076955
"2",2,0.0779698789046422,0.0870522749196343
"3",3,0.0872029390523875,0.0908101413224001
"4",4,0.0945390282163061,0.0942690501504131
"5",5,0.100660674202882,0.0971496049206724
"6",6,0.104302409859188,0.101023633134787
"7",7,0.106460956942521,0.105153864943126
"8",8,0.107600149264605,0.10927657392351
"9",9,0.110144547696307,0.111178153022987
"10",10,0.112673189525896,0.112393706077288
"11",11,0.114412492484062,0.11379890123323
"12",12,0.116331907804064,0.114533208384044
"13",-12,0.111520219373997,0.119239997631322
"14",-11,0.114749992726563,0.113465826745166
"15",-10,0.116515470294216,0.108574692599537
"16",-9,0.116301061909236,0.105045236608309
"17",-8,0.113968519163316,0.102938980005982
"18",-7,0.108999233692613,0.102632676537746
"19",-6,0.102926504589243,0.102384374508653
"20",-5,0.0969668864428957,0.100785904773821
"21",-4,0.0905781834163377,0.098138284864202
"22",-3,0.0826112018985898,0.0952519632085775
"23",-2,0.0748095517303468,0.0900828858007299
"24",-1,0.0689841579430036,0.0804574663458549
