Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Gmi-AHam_038-Ex1-cssl.clmp.fp2_r1_screen	35028.0	40519.0	7440.0	2363.0	1394.0	474.0	260.0	438.0	6.0	0.0	0.0	133512.0	3118438.0
Gmi-AHam_038-Ex1-cssl.clmp.fp2_r2_screen	34947.0	39825.0	7505.0	2448.0	1369.0	474.0	298.0	411.0	6.0	0.0	0.0	133483.0	3119106.0
Gmi-AHam_040-Ex1-cssl.clmp.fp2_r1_screen	32933.0	47310.0	7891.0	2873.0	2213.0	366.0	286.0	428.0	8.0	0.0	0.0	188522.0	10852196.0
Gmi-AHam_040-Ex1-cssl.clmp.fp2_r2_screen	35005.0	46204.0	7796.0	2980.0	2090.0	402.0	293.0	424.0	7.0	0.0	0.0	187629.0	10852196.0
Gmi-AHam_043-Ex1-cssl.clmp.fp2_r1_screen	30530.0	11858.0	14435.0	2544.0	1540.0	409.0	331.0	210.0	17.0	0.0	0.0	145784.0	6490963.0
Gmi-AHam_043-Ex1-cssl.clmp.fp2_r2_screen	30701.0	11829.0	14410.0	2415.0	1497.0	462.0	359.0	222.0	4.0	0.0	0.0	145759.0	6490963.0
Gmi-AHam_044-Ex1-cssl.clmp.fp2_r1_screen	32925.0	25018.0	26089.0	2958.0	1866.0	446.0	368.0	290.0	26.0	0.0	0.0	206677.0	9151198.0
Gmi-AHam_044-Ex1-cssl.clmp.fp2_r2_screen	33053.0	24742.0	26016.0	3066.0	1858.0	466.0	328.0	295.0	6.0	0.0	0.0	205889.0	9152142.0
Gmi-AHam_045-Ex1-cssl.clmp.fp2_r1_screen	66560.0	12429.0	11608.0	5444.0	3373.0	1029.0	846.0	380.0	63.0	0.0	0.0	353556.0	13176074.0
Gmi-AHam_045-Ex1-cssl.clmp.fp2_r2_screen	66941.0	12282.0	11433.0	5616.0	3415.0	1041.0	806.0	355.0	9.0	0.0	0.0	353390.0	13176074.0
Gmi-AHam_046-Ex1-cssl.clmp.fp2_r1_screen	49034.0	14157.0	10861.0	4124.0	2725.0	760.0	615.0	374.0	7.0	0.0	0.0	250533.0	10210790.0
Gmi-AHam_046-Ex1-cssl.clmp.fp2_r2_screen	49010.0	14032.0	10895.0	4144.0	2692.0	781.0	627.0	338.0	10.0	0.0	0.0	250661.0	10210790.0
Gmi-AHam_047-Ex1-cssl.clmp.fp2_r1_screen	26282.0	68629.0	7039.0	1907.0	1272.0	272.0	156.0	428.0	2.0	0.0	0.0	131205.0	10593488.0
Gmi-AHam_047-Ex1-cssl.clmp.fp2_r2_screen	28117.0	67271.0	7055.0	2132.0	1294.0	318.0	150.0	458.0	1.0	0.0	0.0	130396.0	10593488.0
Gmi-AHam_048-Ex1-cssl.clmp.fp2_r1_screen	15723.0	48886.0	32583.0	1470.0	653.0	298.0	130.0	234.0	9.0	0.0	0.0	125152.0	12352402.0
Gmi-AHam_048-Ex1-cssl.clmp.fp2_r2_screen	15670.0	47764.0	32326.0	1511.0	616.0	237.0	114.0	234.0	7.0	0.0	0.0	124144.0	12354917.0
Gmi-AHam_049-Ex1-cssl.clmp.fp2_r1_screen	11205.0	32179.0	3730.0	902.0	633.0	139.0	100.0	120.0	7.0	0.0	0.0	103369.0	6620208.0
Gmi-AHam_049-Ex1-cssl.clmp.fp2_r2_screen	11246.0	31472.0	3710.0	852.0	617.0	148.0	97.0	141.0	5.0	0.0	0.0	102741.0	6621563.0
Gmi-AHam_050-Ex1-cssl.clmp.fp2_r1_screen	46026.0	66101.0	5964.0	3370.0	2213.0	666.0	431.0	367.0	9.0	0.0	0.0	184749.0	4161905.0
Gmi-AHam_050-Ex1-cssl.clmp.fp2_r2_screen	46601.0	65294.0	5917.0	3440.0	2153.0	641.0	375.0	350.0	4.0	0.0	0.0	182438.0	4164588.0
Gmi-AHam_051-Ex1-cssl.clmp.fp2_r1_screen	34489.0	21548.0	9381.0	3056.0	2458.0	538.0	424.0	292.0	1.0	0.0	0.0	185222.0	7269162.0
Gmi-AHam_051-Ex1-cssl.clmp.fp2_r2_screen	35685.0	21089.0	9393.0	3138.0	2483.0	599.0	364.0	322.0	2.0	0.0	0.0	185087.0	7268409.0
Gmi-AHam_052-Ex1-cssl.clmp.fp2_r1_screen	47586.0	200290.0	7796.0	3734.0	2675.0	426.0	235.0	655.0	3.0	0.0	0.0	278667.0	3473238.0
Gmi-AHam_052-Ex1-cssl.clmp.fp2_r2_screen	47589.0	195865.0	7705.0	3918.0	2659.0	365.0	209.0	641.0	6.0	0.0	0.0	269458.0	3486890.0
Gmi-AHam_053-Ex1-cssl.clmp.fp2_r1_screen	25606.0	79436.0	8536.0	2269.0	1353.0	291.0	230.0	287.0	1.0	0.0	0.0	144317.0	4687204.0
Gmi-AHam_053-Ex1-cssl.clmp.fp2_r2_screen	25819.0	79176.0	8506.0	2278.0	1326.0	311.0	252.0	259.0	4.0	0.0	0.0	143405.0	4688194.0
Gmi-AHam_054-Ex1-cssl.clmp.fp2_r1_screen	45000.0	36104.0	6170.0	4023.0	1974.0	704.0	455.0	237.0	5.0	0.0	0.0	157739.0	4207147.0
Gmi-AHam_054-Ex1-cssl.clmp.fp2_r2_screen	45335.0	35861.0	5983.0	4061.0	2040.0	685.0	455.0	225.0	5.0	0.0	0.0	156870.0	4208038.0
Gmi-AHam_056-Ex1-cssl.clmp.fp2_r1_screen	42064.0	70810.0	8208.0	3404.0	2264.0	634.0	526.0	365.0	39.0	0.0	0.0	226773.0	6607388.0
Gmi-AHam_056-Ex1-cssl.clmp.fp2_r2_screen	42227.0	69872.0	8083.0	3393.0	2272.0	615.0	511.0	375.0	7.0	0.0	0.0	224947.0	6610173.0
Gmi-AHam_057-Ex1-cssl.clmp.fp2_r1_screen	43175.0	34988.0	38912.0	3803.0	3088.0	572.0	420.0	402.0	58.0	0.0	0.0	279756.0	11138228.0
Gmi-AHam_057-Ex1-cssl.clmp.fp2_r2_screen	44041.0	34837.0	38661.0	3975.0	3080.0	569.0	427.0	374.0	9.0	0.0	0.0	278047.0	11139382.0
Gmi-AHam_058-Ex1-cssl.clmp.fp2_r1_screen	43883.0	30608.0	16885.0	3675.0	2359.0	616.0	508.0	405.0	9.0	0.0	0.0	228460.0	7898912.0
Gmi-AHam_058-Ex1-cssl.clmp.fp2_r2_screen	44868.0	30097.0	17007.0	3732.0	2280.0	625.0	526.0	401.0	8.0	0.0	0.0	227864.0	7898912.0
Gmi-AHam_059-Ex1-cssl.clmp.fp2_r1_screen	31366.0	214483.0	18498.0	1704.0	735.0	161.0	64.0	1032.0	1.0	0.0	0.0	162263.0	9261288.0
Gmi-AHam_059-Ex1-cssl.clmp.fp2_r2_screen	32746.0	210653.0	18480.0	1860.0	751.0	184.0	77.0	941.0	2.0	0.0	0.0	154922.0	9270979.0
Gmi-AHam_061-Ex1-cssl.clmp.fp2_r1_screen	25866.0	117209.0	21120.0	1979.0	1135.0	242.0	135.0	433.0	2.0	0.0	0.0	147616.0	8578249.0
Gmi-AHam_061-Ex1-cssl.clmp.fp2_r2_screen	27001.0	115102.0	21227.0	2122.0	1094.0	239.0	141.0	433.0	4.0	0.0	0.0	144816.0	8581807.0
Gmi-AHam_062-Ex1-cssl.clmp.fp2_r1_screen	50329.0	34187.0	15179.0	3468.0	2235.0	585.0	354.0	286.0	6.0	0.0	0.0	195451.0	3662219.0
Gmi-AHam_062-Ex1-cssl.clmp.fp2_r2_screen	50132.0	33674.0	14909.0	3551.0	2252.0	611.0	344.0	284.0	7.0	0.0	0.0	194334.0	3664201.0
Gmi-AHam_063-Ex1-cssl.clmp.fp2_r1_screen	40919.0	94804.0	8831.0	3379.0	2284.0	577.0	378.0	380.0	6.0	0.0	0.0	229687.0	6978694.0
Gmi-AHam_063-Ex1-cssl.clmp.fp2_r2_screen	42150.0	93522.0	8856.0	3190.0	2260.0	590.0	390.0	386.0	6.0	0.0	0.0	227687.0	6980902.0
Gmi-AHam_064-Ex1-cssl.clmp.fp2_r1_screen	39207.0	38847.0	6235.0	3006.0	2020.0	565.0	495.0	316.0	3.0	0.0	0.0	206993.0	7374634.0
Gmi-AHam_064-Ex1-cssl.clmp.fp2_r2_screen	39212.0	38195.0	6113.0	3140.0	1969.0	524.0	475.0	294.0	7.0	0.0	0.0	205456.0	7376936.0
Gmi-AHam_066-Ex1-cssl.clmp.fp2_r1_screen	30410.0	36154.0	6717.0	2595.0	1630.0	434.0	297.0	293.0	3.0	0.0	0.0	160280.0	6340031.0
Gmi-AHam_066-Ex1-cssl.clmp.fp2_r2_screen	31151.0	35628.0	6734.0	2530.0	1633.0	457.0	294.0	288.0	10.0	0.0	0.0	160088.0	6340031.0
Gmi-AHam_067-Ex1-cssl.clmp.fp2_r1_screen	37912.0	93912.0	9547.0	3014.0	2546.0	373.0	283.0	441.0	50.0	0.0	0.0	224810.0	16423836.0
Gmi-AHam_067-Ex1-cssl.clmp.fp2_r2_screen	39222.0	92598.0	9481.0	3172.0	2387.0	429.0	270.0	473.0	2.0	0.0	0.0	224854.0	16423836.0
Gmi-AHam_068-Ex1-cssl.clmp.fp2_r1_screen	23810.0	64062.0	8597.0	2032.0	1472.0	311.0	211.0	330.0	48.0	0.0	0.0	181848.0	9637282.0
Gmi-AHam_068-Ex1-cssl.clmp.fp2_r2_screen	23884.0	63298.0	8606.0	2110.0	1430.0	287.0	205.0	390.0	2.0	0.0	0.0	179533.0	9640258.0
Gmi-AHam_069-Ex1-cssl.clmp.fp2_r1_screen	23550.0	103446.0	24558.0	2192.0	1002.0	197.0	163.0	1207.0	12.0	0.0	0.0	138673.0	9282922.0
Gmi-AHam_069-Ex1-cssl.clmp.fp2_r2_screen	25775.0	101754.0	24735.0	2437.0	991.0	253.0	190.0	1176.0	10.0	0.0	0.0	136722.0	9283879.0
Gmi-AHam_070-Ex1-cssl.clmp.fp2_r1_screen	40522.0	18101.0	6022.0	3253.0	2295.0	573.0	450.0	327.0	7.0	0.0	0.0	199909.0	8658087.0
Gmi-AHam_070-Ex1-cssl.clmp.fp2_r2_screen	41467.0	18058.0	6173.0	3361.0	2237.0	622.0	391.0	335.0	7.0	0.0	0.0	199701.0	8657194.0
Gmi-AHam_071-Ex1-cssl.clmp.fp2_r1_screen	59677.0	465405.0	12565.0	4258.0	1825.0	326.0	216.0	1551.0	4.0	0.0	0.0	360684.0	3754212.0
Gmi-AHam_071-Ex1-cssl.clmp.fp2_r2_screen	58993.0	457909.0	12433.0	4389.0	1827.0	350.0	265.0	1636.0	6.0	0.0	0.0	349128.0	3773787.0
Gmi-AHam_072-Ex1-cssl.clmp.fp2_r1_screen	26282.0	85483.0	12772.0	2101.0	1405.0	254.0	194.0	466.0	1.0	0.0	0.0	157182.0	14312813.0
Gmi-AHam_072-Ex1-cssl.clmp.fp2_r2_screen	28609.0	84427.0	12803.0	2232.0	1427.0	265.0	164.0	446.0	4.0	0.0	0.0	155763.0	14312813.0
Gmi-AHam_073-Ex1-cssl.clmp.fp2_r1_screen	20836.0	146678.0	8122.0	1284.0	515.0	110.0	67.0	684.0	6.0	0.0	0.0	101393.0	6005569.0
Gmi-AHam_073-Ex1-cssl.clmp.fp2_r2_screen	22430.0	145130.0	8189.0	1305.0	543.0	123.0	71.0	703.0	6.0	0.0	0.0	99309.0	6007455.0
Gmi-AHam_074-Ex1-cssl2.clmp.fp2_r1_screen	9181.0	43069.0	3417.0	793.0	478.0	91.0	44.0	146.0	8.0	0.0	0.0	52343.0	3831766.0
Gmi-AHam_074-Ex1-cssl2.clmp.fp2_r2_screen	9849.0	42786.0	3407.0	817.0	489.0	126.0	48.0	129.0	1.0	0.0	0.0	50735.0	3832949.0
Gmi-AHam_075-Ex1-cssl.clmp.fp2_r1_screen	39773.0	55063.0	10461.0	3220.0	1947.0	507.0	362.0	463.0	7.0	0.0	0.0	177389.0	10582651.0
Gmi-AHam_075-Ex1-cssl.clmp.fp2_r2_screen	41733.0	54423.0	10643.0	3331.0	1966.0	589.0	337.0	480.0	8.0	0.0	0.0	176769.0	10581564.0
Gmi-AHam_076-Ex1-cssl.clmp.fp2_r1_screen	60675.0	28423.0	9857.0	4980.0	2843.0	939.0	730.0	485.0	4.0	0.0	0.0	283474.0	10568736.0
Gmi-AHam_076-Ex1-cssl.clmp.fp2_r2_screen	60457.0	28328.0	9715.0	5005.0	2785.0	900.0	751.0	457.0	8.0	0.0	0.0	282907.0	10569833.0
Gmi-AHam_077-Ex1-cssl.clmp.fp2_r1_screen	31281.0	154733.0	210158.0	2399.0	931.0	244.0	172.0	1040.0	3.0	0.0	0.0	212188.0	7349813.0
Gmi-AHam_077-Ex1-cssl.clmp.fp2_r2_screen	32012.0	153655.0	209978.0	2415.0	979.0	249.0	196.0	1028.0	1.0	0.0	0.0	208654.0	7353795.0
Gmi-AHam_080-Ex1-cssl.clmp.fp2_r1_screen	22339.0	96885.0	8080.0	1812.0	1050.0	196.0	140.0	385.0	30.0	0.0	0.0	127471.0	7643384.0
Gmi-AHam_080-Ex1-cssl.clmp.fp2_r2_screen	23876.0	95021.0	8032.0	1933.0	1047.0	230.0	141.0	389.0	3.0	0.0	0.0	124556.0	7646544.0
Gmi-AHam_081-Ex1-cssl.clmp.fp2_r1_screen	31686.0	23065.0	6180.0	2624.0	1372.0	452.0	351.0	285.0	48.0	0.0	0.0	155202.0	6693259.0
Gmi-AHam_081-Ex1-cssl.clmp.fp2_r2_screen	31595.0	22986.0	6099.0	2575.0	1370.0	480.0	303.0	243.0	49.0	0.0	0.0	155565.0	6693259.0
Gmi-AHam_082-Ex1-cssl.clmp.fp2_r1_screen	29311.0	29890.0	7254.0	2529.0	2089.0	382.0	272.0	259.0	3.0	0.0	0.0	166113.0	7646043.0
Gmi-AHam_082-Ex1-cssl.clmp.fp2_r2_screen	30260.0	29648.0	7260.0	2605.0	2009.0	442.0	288.0	270.0	3.0	0.0	0.0	166105.0	7645255.0
Gmi-AHam_084-Ex1-cssl.clmp.fp2_r1_screen	43328.0	26198.0	9316.0	3350.0	2053.0	570.0	463.0	388.0	4.0	0.0	0.0	206232.0	8193596.0
Gmi-AHam_084-Ex1-cssl.clmp.fp2_r2_screen	44246.0	25893.0	9252.0	3325.0	2158.0	661.0	500.0	396.0	7.0	0.0	0.0	206312.0	8192748.0
Gmi-AHam_086-Ex1-cssl.clmp.fp2_r1_screen	39906.0	21229.0	28742.0	3227.0	1896.0	616.0	446.0	342.0	4.0	0.0	0.0	200472.0	6961781.0
Gmi-AHam_086-Ex1-cssl.clmp.fp2_r2_screen	39939.0	20953.0	28771.0	3206.0	1977.0	590.0	455.0	309.0	7.0	0.0	0.0	199947.0	6962507.0
Gmi-AHam_087-Ex1-cssl.clmp.fp2_r1_screen	59290.0	27279.0	33862.0	5199.0	3170.0	930.0	791.0	468.0	10.0	0.0	0.0	285721.0	10666258.0
Gmi-AHam_087-Ex1-cssl.clmp.fp2_r2_screen	60939.0	27005.0	33779.0	5240.0	3190.0	905.0	779.0	415.0	9.0	0.0	0.0	284459.0	10666258.0
Gmi-AHam_088-Ex1-cssl.clmp.fp2_r1_screen	37239.0	24258.0	7554.0	2989.0	1905.0	584.0	479.0	242.0	12.0	0.0	0.0	168617.0	6530516.0
Gmi-AHam_088-Ex1-cssl.clmp.fp2_r2_screen	37447.0	24071.0	7659.0	2984.0	1921.0	601.0	486.0	248.0	3.0	0.0	0.0	168459.0	6530516.0
Gmi-AHam_090-Ex1-cssl.clmp.fp2_r1_screen	35342.0	26182.0	6988.0	2848.0	1769.0	531.0	452.0	285.0	3.0	0.0	0.0	156243.0	5838900.0
Gmi-AHam_090-Ex1-cssl.clmp.fp2_r2_screen	35625.0	26389.0	7000.0	2806.0	1707.0	532.0	412.0	262.0	6.0	0.0	0.0	155297.0	5839507.0
Gmi-AHam_091-Ex1-cssl.clmp.fp2_r1_screen	47228.0	110660.0	10557.0	4745.0	2336.0	433.0	247.0	627.0	19.0	0.0	0.0	272382.0	4264657.0
Gmi-AHam_091-Ex1-cssl.clmp.fp2_r2_screen	47044.0	108970.0	10600.0	4777.0	2346.0	439.0	272.0	606.0	7.0	0.0	0.0	269931.0	4268899.0
Gmi-AHam_092-Ex1-cssl.clmp.fp2_r1_screen	34738.0	97939.0	9840.0	2734.0	1965.0	440.0	318.0	614.0	58.0	0.0	0.0	261558.0	14187768.0
Gmi-AHam_092-Ex1-cssl.clmp.fp2_r2_screen	34897.0	96477.0	9777.0	2796.0	1959.0	453.0	301.0	609.0	8.0	0.0	0.0	258547.0	14192148.0
Gmi-AHam_093-Ex1-cssl.clmp.fp2_r1_screen	32169.0	66881.0	13752.0	3079.0	1279.0	382.0	307.0	487.0	2.0	0.0	0.0	128504.0	9587462.0
Gmi-AHam_093-Ex1-cssl.clmp.fp2_r2_screen	34338.0	65700.0	13801.0	3338.0	1419.0	394.0	299.0	496.0	2.0	0.0	0.0	128038.0	9586479.0
Gmi-AHam_094-Ex1-cssl.clmp.fp2_r1_screen	34883.0	23736.0	6163.0	2790.0	1907.0	491.0	444.0	280.0	3.0	0.0	0.0	158341.0	7534938.0
Gmi-AHam_094-Ex1-cssl.clmp.fp2_r2_screen	36150.0	23365.0	6258.0	3013.0	1919.0	569.0	376.0	290.0	5.0	0.0	0.0	157869.0	7534162.0
Gmi-AHam_095-Ex1-cssl.clmp.fp2_r1_screen	44716.0	11344.0	11842.0	3794.0	2293.0	700.0	518.0	247.0	3.0	0.0	0.0	196952.0	10580502.0
Gmi-AHam_095-Ex1-cssl.clmp.fp2_r2_screen	45168.0	11342.0	11814.0	3760.0	2284.0	731.0	542.0	259.0	6.0	0.0	0.0	198673.0	10578332.0
Gmi-AHam_096-Ex1-cssl.clmp.fp2_r1_screen	49018.0	24598.0	30638.0	3516.0	2167.0	673.0	543.0	355.0	4.0	0.0	0.0	219949.0	7752940.0
Gmi-AHam_096-Ex1-cssl.clmp.fp2_r2_screen	49086.0	24316.0	30593.0	3560.0	2129.0	689.0	507.0	347.0	6.0	0.0	0.0	219420.0	7753748.0
Gmi-CBas_003-Ex1-cssl.clmp.fp2_r1_screen	7082.0	2017.0	115743.0	518.0	549.0	82.0	75.0	62.0	0.0	0.0	0.0	76994.0	488708.0
Gmi-CBas_003-Ex1-cssl.clmp.fp2_r2_screen	6989.0	1989.0	115651.0	577.0	516.0	105.0	48.0	53.0	2.0	0.0	0.0	75670.0	490230.0
Gmi-CBas_004-Ex1-cssl.clmp.fp2_r1_screen	27008.0	3108.0	5334.0	2133.0	1679.0	379.0	246.0	191.0	7.0	0.0	0.0	111355.0	1911765.0
Gmi-CBas_004-Ex1-cssl.clmp.fp2_r2_screen	27191.0	2968.0	5176.0	2105.0	1648.0	424.0	234.0	160.0	12.0	0.0	0.0	111109.0	1912178.0
Gmi-CBas_005-Ex1-cssl.clmp.fp2_r1_screen	35158.0	3153.0	4336.0	2994.0	2039.0	479.0	205.0	158.0	9.0	0.0	0.0	131143.0	2420520.0
Gmi-CBas_005-Ex1-cssl.clmp.fp2_r2_screen	35449.0	3213.0	4268.0	2946.0	2032.0	516.0	212.0	147.0	2.0	0.0	0.0	131409.0	2420000.0
Gmi-CBas_006-Ex1-cssl2.clmp.fp2_r1_screen	22432.0	11015.0	10489.0	1842.0	1501.0	358.0	151.0	111.0	4.0	0.0	0.0	95006.0	1544320.0
Gmi-CBas_006-Ex1-cssl2.clmp.fp2_r2_screen	22944.0	10910.0	10235.0	1797.0	1489.0	325.0	156.0	137.0	1.0	0.0	0.0	96096.0	1543139.0
Gmi-CBas_007-Ex1-cssl2.clmp.fp2_r1_screen	42845.0	2405.0	5304.0	3471.0	2726.0	672.0	302.0	160.0	8.0	0.0	0.0	156696.0	3379865.0
Gmi-CBas_007-Ex1-cssl2.clmp.fp2_r2_screen	43011.0	2427.0	5399.0	3507.0	2351.0	622.0	300.0	180.0	14.0	0.0	0.0	157857.0	3378786.0
Gmi-CBas_009-Ex1-cssl.clmp.fp2_r1_screen	53219.0	3552.0	6469.0	4370.0	3855.0	795.0	396.0	315.0	10.0	0.0	0.0	206388.0	4005422.0
Gmi-CBas_009-Ex1-cssl.clmp.fp2_r2_screen	53211.0	3527.0	6267.0	4377.0	3901.0	760.0	355.0	295.0	13.0	0.0	0.0	207948.0	4004137.0
Gmi-CBas_010-Ex1-cssl.clmp.fp2_r1_screen	25917.0	2774.0	2965.0	2098.0	1714.0	376.0	166.0	140.0	6.0	0.0	0.0	100531.0	1769679.0
Gmi-CBas_010-Ex1-cssl.clmp.fp2_r2_screen	26176.0	2668.0	2871.0	2104.0	1539.0	326.0	184.0	155.0	4.0	0.0	0.0	100088.0	1770251.0
Gmi-CBas_012-Ex1-cssl2.clmp.fp2_r1_screen	27403.0	1548.0	3538.0	2162.0	1862.0	478.0	203.0	143.0	11.0	0.0	0.0	109878.0	1992678.0
Gmi-CBas_012-Ex1-cssl2.clmp.fp2_r2_screen	27395.0	1631.0	3251.0	2097.0	1805.0	433.0	186.0	170.0	1.0	0.0	0.0	110685.0	1992250.0
Gmi-CBas_013-Ex1-cssl2.clmp.fp2_r1_screen	28005.0	3355.0	3138.0	4356.0	1757.0	420.0	204.0	168.0	4.0	0.0	0.0	110024.0	2098647.0
Gmi-CBas_013-Ex1-cssl2.clmp.fp2_r2_screen	28041.0	3188.0	2940.0	4247.0	1612.0	389.0	207.0	163.0	13.0	0.0	0.0	110181.0	2099097.0
Gmi-CBas_014-Ex1-cssl2.clmp.fp2_r1_screen	26630.0	2138.0	3228.0	2505.0	2024.0	432.0	212.0	143.0	6.0	0.0	0.0	109704.0	1980636.0
Gmi-CBas_014-Ex1-cssl2.clmp.fp2_r2_screen	27184.0	2107.0	3061.0	2394.0	1802.0	360.0	201.0	164.0	7.0	0.0	0.0	109103.0	1981275.0
Gmi-CBas_015-Ex1-cssl2.clmp.fp2_r1_screen	77352.0	3231.0	9125.0	5816.0	4569.0	1207.0	619.0	322.0	19.0	0.0	0.0	287781.0	5752325.0
Gmi-CBas_015-Ex1-cssl2.clmp.fp2_r2_screen	77515.0	3140.0	8851.0	5851.0	4389.0	1130.0	518.0	324.0	19.0	0.0	0.0	290146.0	5750483.0
Gmi-CBas_016-Ex1-cssl2.clmp.fp2_r1_screen	102741.0	4563.0	12465.0	8144.0	7017.0	1584.0	806.0	537.0	23.0	0.0	0.0	401985.0	7627519.0
Gmi-CBas_016-Ex1-cssl2.clmp.fp2_r2_screen	103611.0	4495.0	11810.0	7723.0	6875.0	1563.0	773.0	570.0	27.0	0.0	0.0	404051.0	7625886.0
Gmi-CBas_017-Ex1-cssl2.clmp.fp2_r1_screen	65912.0	3005.0	8226.0	5342.0	4232.0	1034.0	463.0	336.0	11.0	0.0	0.0	250481.0	4868970.0
Gmi-CBas_017-Ex1-cssl2.clmp.fp2_r2_screen	66022.0	3032.0	8101.0	5267.0	4227.0	990.0	452.0	325.0	13.0	0.0	0.0	254259.0	4865324.0
Gmi-CBas_019-Ex1-cssl2.clmp.fp2_r1_screen	90637.0	5410.0	10618.0	7233.0	5914.0	1352.0	728.0	489.0	23.0	0.0	0.0	347875.0	6742578.0
Gmi-CBas_019-Ex1-cssl2.clmp.fp2_r2_screen	91922.0	5304.0	10492.0	7354.0	5817.0	1313.0	731.0	474.0	11.0	0.0	0.0	352631.0	6736808.0
Gmi-CBas_023-Ex1-cssl2.clmp.fp2_r1_screen	101184.0	4397.0	12034.0	8053.0	6263.0	1455.0	662.0	498.0	14.0	0.0	0.0	384487.0	6822487.0
Gmi-CBas_023-Ex1-cssl2.clmp.fp2_r2_screen	101878.0	4405.0	12000.0	8068.0	6242.0	1398.0	693.0	492.0	22.0	0.0	0.0	389722.0	6816614.0
Gmi-CBas_024-Ex1-cssl2.clmp.fp2_r1_screen	44008.0	3517.0	5201.0	3403.0	2712.0	688.0	290.0	195.0	13.0	0.0	0.0	168378.0	3211419.0
Gmi-CBas_024-Ex1-cssl2.clmp.fp2_r2_screen	44474.0	3454.0	5183.0	3278.0	2603.0	716.0	334.0	212.0	4.0	0.0	0.0	170555.0	3209011.0
Gmi-CBas_026-Ex1-cssl2.clmp.fp2_r1_screen	65879.0	2925.0	7741.0	5065.0	4191.0	1042.0	448.0	348.0	11.0	0.0	0.0	253180.0	4738597.0
Gmi-CBas_026-Ex1-cssl2.clmp.fp2_r2_screen	66130.0	2934.0	7435.0	5050.0	4061.0	1049.0	470.0	319.0	11.0	0.0	0.0	255911.0	4736057.0
Gmi-CBas_027-Ex1-cssl2.clmp.fp2_r1_screen	89226.0	3520.0	10660.0	6522.0	6120.0	1451.0	691.0	511.0	26.0	0.0	0.0	352901.0	6536214.0
Gmi-CBas_027-Ex1-cssl2.clmp.fp2_r2_screen	90148.0	3397.0	10433.0	6753.0	5943.0	1366.0	716.0	476.0	16.0	0.0	0.0	356585.0	6532009.0
Gmi-CBas_028-Ex1-cssl.clmp.fp2_r1_screen	43908.0	2241.0	5223.0	3521.0	2815.0	682.0	321.0	217.0	9.0	0.0	0.0	166669.0	3316086.0
Gmi-CBas_028-Ex1-cssl.clmp.fp2_r2_screen	44226.0	2169.0	5005.0	3469.0	2791.0	625.0	348.0	211.0	10.0	0.0	0.0	168523.0	3314315.0
Gmi-CBas_029-Ex1-cssl2.clmp.fp2_r1_screen	93039.0	3373.0	11437.0	7116.0	6128.0	1396.0	708.0	421.0	22.0	0.0	0.0	344966.0	6969581.0
Gmi-CBas_029-Ex1-cssl2.clmp.fp2_r2_screen	93821.0	3458.0	11415.0	7350.0	6040.0	1389.0	659.0	461.0	21.0	0.0	0.0	349943.0	6963630.0
Gmi-CBas_033-Ex1-cssl2.clmp.fp2_r1_screen	37197.0	1989.0	4677.0	2795.0	2703.0	603.0	254.0	191.0	12.0	0.0	0.0	143814.0	2953806.0
Gmi-CBas_033-Ex1-cssl2.clmp.fp2_r2_screen	37526.0	2031.0	4602.0	2825.0	2605.0	589.0	265.0	164.0	8.0	0.0	0.0	145508.0	2951918.0
Gmi-CBas_034-Ex1-cssl2.clmp.fp2_r1_screen	105804.0	5912.0	11956.0	8086.0	5925.0	1498.0	757.0	465.0	18.0	0.0	0.0	394293.0	7093147.0
Gmi-CBas_034-Ex1-cssl2.clmp.fp2_r2_screen	106988.0	5879.0	11803.0	8320.0	5780.0	1606.0	759.0	470.0	16.0	0.0	0.0	399958.0	7086282.0
Gmi-CBas_039-Ex1-cssl2.clmp.fp2_r1_screen	70889.0	7376.0	8053.0	5828.0	4267.0	946.0	495.0	350.0	24.0	0.0	0.0	277714.0	4603421.0
Gmi-CBas_039-Ex1-cssl2.clmp.fp2_r2_screen	71391.0	7470.0	7813.0	5823.0	4258.0	958.0	462.0	319.0	18.0	0.0	0.0	277928.0	4602923.0
Gmi-CBas_041-Ex1-cssl2.clmp.fp2_r1_screen	67914.0	5175.0	7607.0	5125.0	4213.0	976.0	531.0	407.0	18.0	0.0	0.0	289209.0	4061416.0
Gmi-CBas_041-Ex1-cssl2.clmp.fp2_r2_screen	68959.0	5025.0	7296.0	5183.0	4105.0	961.0	550.0	508.0	13.0	0.0	0.0	291240.0	4058751.0
Gmi-CBas_045-Ex1-cssl2.clmp.fp2_r1_screen	36445.0	9802.0	4083.0	3175.0	2519.0	472.0	242.0	256.0	2.0	0.0	0.0	151405.0	2406415.0
Gmi-CBas_045-Ex1-cssl2.clmp.fp2_r2_screen	36366.0	9683.0	4028.0	3266.0	2430.0	435.0	254.0	250.0	7.0	0.0	0.0	150898.0	2407199.0
Gmi-CBas_046-Ex1-cssl.clmp.fp2_r1_screen	27893.0	2401.0	3121.0	2297.0	1965.0	397.0	208.0	170.0	9.0	0.0	0.0	120956.0	1799013.0
