pos	5pC>T
1	0.00428314634599888
2	0.0106214763197784
3	0.00726574867827593
4	0.0074108552601557
5	0.00810872308296961
6	0.0129816518744636
7	0.013690732126803
8	0.0134660421545667
9	0.0119995415311098
10	0.0141818218496888
11	0.0106347507151256
12	0.0113022621779718
13	0.0118953629138376
14	0.011128507125447
15	0.0117790233892674
16	0.0124665913289924
17	0.0129582693749331
18	0.0136766249966347
19	0.0109612218351178
20	0.011962370445271
21	0.0117107108383266
22	0.0119998170759592
23	0.0128942435437785
24	0.0122611814654857
25	0.0130037337453328
