"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0586091002652386,0.0013277575249997,2.48803457085483e-05,0.156812785280074,0.426195927121368,-5866.36377532972
"Std.",0.000232985877686355,0.000207229542226918,2.44503137695385e-05,0.0291160089890846,0.00217827767399922,1.77066058233784
"Acceptance ratio",0.25734,0.18892,0.13452,0.2491,0.2079,0.68942
"0%",0.0576609315988917,0.000567343076526641,6.16524560182545e-09,0.0639402909435315,0.417867682075811,-5878.42862235652
"2.5%",0.0581553392556742,0.000925898034038708,6.5522521574548e-07,0.105876096394476,0.421988370123826,-5870.71110507651
"5%",0.0582150078743999,0.000990073818210157,1.36178630040466e-06,0.112991568060921,0.422618631158968,-5869.74321297488
"7.5%",0.0582699092122068,0.00103375433420953,2.23548352990569e-06,0.117626036329957,0.423073270688738,-5869.15862858878
"10%",0.0583092389095584,0.00106618235369958,2.87921511749101e-06,0.121394851810015,0.423366781271323,-5868.73759310875
"12.5%",0.05834224408489,0.00109445926864329,3.71066226650054e-06,0.124717492675317,0.423648469027127,-5868.41195848433
"15%",0.0583678358488606,0.0011175399217214,4.35135179600721e-06,0.127388397725946,0.423906498387468,-5868.12453579267
"17.5%",0.0583924434388196,0.00113728201233225,5.12023016887563e-06,0.129922285286489,0.424118747840492,-5867.88423721713
"20%",0.0584146926261754,0.00115520927927327,6.06422008553735e-06,0.132283039035601,0.424360697290811,-5867.66357431726
"22.5%",0.0584338150947932,0.00117126293389741,6.64514807150864e-06,0.13440339627106,0.424557726287399,-5867.47919566205
"25%",0.0584536259115259,0.00118684126441156,7.44449302509815e-06,0.136172405624329,0.42472181000248,-5867.30369884344
"27.5%",0.058469651676614,0.00120331818560145,8.29271003491828e-06,0.138478190732946,0.424865116974731,-5867.13217203337
"30%",0.0584858438252897,0.00121794319550281,9.16597625528459e-06,0.140194168592747,0.425037990416015,-5866.98288669969
"32.5%",0.0585022591315838,0.00123087777372088,1.00161701255377e-05,0.142114938316576,0.425190519326151,-5866.85440600132
"35%",0.0585204191676263,0.001246384684811,1.07807770553942e-05,0.144174959300145,0.425322020292743,-5866.72667032515
"37.5%",0.0585353722631535,0.00126048880025643,1.18066001567697e-05,0.145968367519527,0.425465400587084,-5866.59496858539
"40%",0.0585513660124793,0.00127269343899456,1.27847267466617e-05,0.147736445536475,0.425626917171694,-5866.48056943921
"42.5%",0.0585676538883825,0.00128559231521588,1.38720319027527e-05,0.149894754154059,0.425761525765978,-5866.36344063936
"45%",0.0585812109332426,0.00130025544138199,1.50582683671985e-05,0.151690730475757,0.425914949910434,-5866.25096758185
"47.5%",0.0585971833835839,0.00131314499856684,1.60958262942794e-05,0.153497449339448,0.426045721992358,-5866.14051801526
"50%",0.0586118214057211,0.00132627984923612,1.74684308044401e-05,0.15534494710994,0.426195614328772,-5866.03384017416
"52.5%",0.0586258860644373,0.00133737633025136,1.86244873698333e-05,0.157058545870243,0.426341307966807,-5865.93718698487
"55%",0.0586391645294408,0.00134960007761055,1.98355666514117e-05,0.158860327411626,0.426475551786236,-5865.83226146378
"57.5%",0.0586524770039348,0.00136277880096948,2.14545196202867e-05,0.160653819206779,0.42661606560707,-5865.73852747426
"60%",0.0586651397937427,0.00137509103214984,2.29540098060976e-05,0.162098772669193,0.426748187621708,-5865.6425176727
"62.5%",0.0586834696378449,0.00138970789101496,2.44536129874215e-05,0.163749933406756,0.426869975437802,-5865.54834378593
"65%",0.0586988072960833,0.00140458787656566,2.62156602989703e-05,0.165657186442078,0.427032218767795,-5865.44754521972
"67.5%",0.0587165558846895,0.0014174858062777,2.79216367482682e-05,0.168020564881534,0.427168148347578,-5865.3540502513
"70%",0.0587315569256785,0.00143341790598989,3.02917210018863e-05,0.170230629538965,0.427342819274562,-5865.25182098094
"72.5%",0.058750596642913,0.00144942968466587,3.2390059587377e-05,0.172475337829931,0.427515639691469,-5865.1557765401
"75%",0.058766782379049,0.00146585518464587,3.48369583530895e-05,0.174731504884572,0.427682394752503,-5865.05008940721
"77.5%",0.0587848703495978,0.0014805822837035,3.7291784709615e-05,0.177283348008506,0.42785994245496,-5864.95561873693
"80%",0.0588055028709193,0.00149872773998449,4.01874861062478e-05,0.180033486336408,0.428028225547333,-5864.85760493952
"82.5%",0.0588270642280386,0.00151938296778303,4.35460874781825e-05,0.182644319277196,0.428235340932762,-5864.75620306642
"85%",0.0588483875719737,0.00154148804434451,4.69521692008778e-05,0.185719576844606,0.428454736446566,-5864.64933129668
"87.5%",0.0588749100341733,0.00156644474165721,5.12093347985212e-05,0.190117801578691,0.428724032038186,-5864.54179323975
"90%",0.0589066872861394,0.00159420460595834,5.66485214313049e-05,0.19441273117237,0.428991219255372,-5864.41514562109
"92.5%",0.0589431808540273,0.00162475320489862,6.28401158872519e-05,0.199747769869657,0.429328078834567,-5864.287393954
"95%",0.0589902316419172,0.00167144446515639,7.31928542628944e-05,0.207211024014905,0.42978806343167,-5864.13293132885
"97.5%",0.0590648766996583,0.00174529451946254,9.09770863648654e-05,0.220152170437033,0.430450066146974,-5863.9320642238
"100%",0.0595977069981419,0.00212924587040557,0.000226371788721304,0.346961325731034,0.435024388635624,-5863.33416199882
