pos	3pG>A
1	0.00871275327771156
2	0.00903800597383871
3	0.00712100318883047
4	0.00871358660499628
5	0.00833804409270775
6	0.0126781250805267
7	0.0133159236767224
8	0.0127555895279954
9	0.0134079557080099
10	0.0120951435608985
11	0.012012332503261
12	0.0127795909096343
13	0.0123480402118173
14	0.0126789169440806
15	0.0126245286882777
16	0.0129868562393637
17	0.0134241826549519
18	0.0143705690745354
19	0.012473862571202
20	0.0132883585816148
21	0.0127011417708951
22	0.0129449838187702
23	0.0121745713867044
24	0.0135918811163465
25	0.0142725486867315
