pos	3pG>A
1	0.00973168004878545
2	0.0128270519147528
3	0.00946636457856299
4	0.00976205831438172
5	0.00966498072011618
6	0.0128068376538919
7	0.0127901021590878
8	0.0108245264269688
9	0.0123186926779166
10	0.0130243702431899
11	0.0131485475072942
12	0.0148292312128122
13	0.0134692562715595
14	0.0128452740259655
15	0.0131591933414482
16	0.0138881480691274
17	0.0126903050820613
18	0.0154221526562932
19	0.0136699357500208
20	0.0141928646219067
21	0.0162704205999511
22	0.0160044002039119
23	0.0153835210739366
24	0.0131912734652461
25	0.014638749330545
