"","Position","C.T","G.A"
"1",1,0.524296085242406,0.295175864625646
"2",2,0.52701497701626,0.321834246956352
"3",3,0.519450161339761,0.363321494598089
"4",4,0.512916536693814,0.396627757000052
"5",5,0.515449169069799,0.412520782649231
"6",6,0.522186921673195,0.4204315670344
"7",7,0.528437465382748,0.427506491118769
"8",8,0.531702906843753,0.437508499947331
"9",9,0.534457634918819,0.446951897575143
"10",10,0.536242396362369,0.456577065869848
"11",11,0.538701301176609,0.464258829216102
"12",12,0.543379001516741,0.468114475344953
"13",-12,0.48047975274627,0.532978942821924
"14",-11,0.475901832734502,0.528832455283351
"15",-10,0.469933567428903,0.525130692929969
"16",-9,0.462023123009722,0.522216329114244
"17",-8,0.452628176493246,0.519604439573433
"18",-7,0.440211960433383,0.518280676464052
"19",-6,0.429343046128893,0.51474101250188
"20",-5,0.419925336879767,0.509052304201077
"21",-4,0.408881796590106,0.503278498691675
"22",-3,0.388131079692817,0.50261681976819
"23",-2,0.361269207161949,0.503710016572195
"24",-1,0.344186421609417,0.496849585383701
