pos	3pG>A
1	0.0110483532419952
2	0.0140893470790378
3	0.0111768573307035
4	0.0115529510255337
5	0.0105454545454545
6	0.0166986564299424
7	0.0151655261697799
8	0.0130820954472766
9	0.0149521049665942
10	0.0145134995427254
11	0.0156430940744666
12	0.0159349724357169
13	0.0170363688548116
14	0.0154899788498338
15	0.0182827293503102
16	0.0162708792453607
17	0.0157412882572436
18	0.017550662231383
19	0.0145831661718687
20	0.0160012769098781
21	0.0186070054666937
22	0.0183564434650645
23	0.0192825833433868
24	0.0176980068871961
25	0.0170197642505973
