pos	3pG>A
1	0.0109164387274833
2	0.0145062968332431
3	0.0104557938959383
4	0.010043732858943
5	0.00986538642568013
6	0.0115532620453618
7	0.0142018863849089
8	0.00968160253880293
9	0.0124843945068664
10	0.0126090189980393
11	0.0129093626851474
12	0.0154716812976249
13	0.0150047062731853
14	0.012906972712458
15	0.0136717903369832
16	0.0155384890158957
17	0.0134857551129767
18	0.0180149015433741
19	0.0134865519810246
20	0.0160278218794889
21	0.0177133224520376
22	0.016504691689008
23	0.0146280626694266
24	0.0136648871405826
25	0.0173871065400067
