"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0514212848649414,0.00261529683232129,3.17607662598225e-05,0.158060431376254,0.488997846244893,-6173.31189517836
"Std.",0.000233912781959422,0.000216492138520251,3.1479442807601e-05,0.0231322640927758,0.00280887724961823,1.72284032741141
"Acceptance ratio",0.25644,0.19594,0.17322,0.1983,0.25662,0.70424
"0%",0.0504764862817414,0.00181879232239045,5.38962039294623e-09,0.0809022501901124,0.47829381496389,-6184.43338017237
"2.5%",0.0509577298309094,0.00219102497036972,8.62893326239196e-07,0.116296999256715,0.483629982761942,-6177.55765487378
"5%",0.0510324282426926,0.00225602029033598,1.73043087876602e-06,0.122722444974027,0.484455941085868,-6176.56295878616
"7.5%",0.0510810530667723,0.00230364145362182,2.77578580844712e-06,0.126437614286553,0.485043857381595,-6176.02798710297
"10%",0.0511188254907113,0.00233942902967939,3.56630569466109e-06,0.129735333880456,0.485445538153911,-6175.62605859219
"12.5%",0.0511511814622463,0.0023682125615823,4.44131528698651e-06,0.132001219173123,0.485798529713133,-6175.28304713028
"15%",0.0511774377587881,0.00239322426153412,5.31253731846674e-06,0.134250292835476,0.486095265043402,-6175.01243454733
"17.5%",0.0512017140114724,0.00241225495264995,6.22164518525079e-06,0.136574752935294,0.48634049650072,-6174.78708909644
"20%",0.0512253776799569,0.00243290917358612,7.2712802267522e-06,0.138433579026527,0.486590815008937,-6174.57435163691
"22.5%",0.0512436339494845,0.00245235480824578,8.35313956395007e-06,0.14030536482767,0.486837245792306,-6174.39141089034
"25%",0.0512628102892715,0.0024708926149516,9.47927968851395e-06,0.142076440903714,0.487071691352478,-6174.21918887486
"27.5%",0.0512820904228368,0.00248749030054744,1.03993266094424e-05,0.143615605384042,0.487285105096324,-6174.06096211147
"30%",0.0512976485965069,0.00250120457614937,1.14628786959225e-05,0.145250810948544,0.487480856057215,-6173.91710051605
"32.5%",0.0513141408426154,0.00251727427523933,1.25388868234105e-05,0.146705402054935,0.487662685081092,-6173.78117565291
"35%",0.0513328328638385,0.00253292412559665,1.39572461539761e-05,0.14816270591345,0.487870430841973,-6173.65053474688
"37.5%",0.0513489022035034,0.00254625922308711,1.50429475162145e-05,0.149566834788284,0.48805967213168,-6173.52876149807
"40%",0.051364574650161,0.00256062675327229,1.61941252120776e-05,0.150936750959912,0.488238989457447,-6173.41750593169
"42.5%",0.0513802576362578,0.00257386826825674,1.7670824630648e-05,0.152305522814837,0.488407574454785,-6173.30976244854
"45%",0.051397091707423,0.0025878290509382,1.89756242088841e-05,0.153838528909385,0.488577565256623,-6173.19591858757
"47.5%",0.0514121784703357,0.00260185824709844,2.03973339013084e-05,0.155217789050863,0.488767614363001,-6173.09168913188
"50%",0.0514283568291736,0.00261315950992533,2.20880648463364e-05,0.156573852597451,0.488942626377926,-6172.98089832808
"52.5%",0.0514428722370304,0.00262729255731712,2.3717035548252e-05,0.158168235490111,0.489147746885902,-6172.88498924024
"55%",0.051457827191409,0.00264174947190393,2.52659286017061e-05,0.159574829173071,0.489312421986129,-6172.78615790807
"57.5%",0.0514710488853585,0.00265432500064779,2.71465414860042e-05,0.161164572202094,0.4894989209147,-6172.69400894647
"60%",0.0514873644937027,0.00266650706857649,2.9030232255004e-05,0.162560137443126,0.489671913621952,-6172.59880918442
"62.5%",0.0515014554448256,0.00267980841198974,3.15367575699096e-05,0.164183315743174,0.489843192716528,-6172.5073354417
"65%",0.0515180513126871,0.00269467089991728,3.35198418944973e-05,0.165890798810509,0.49001784909424,-6172.41515289821
"67.5%",0.0515339399210127,0.0027084433204799,3.59223134595082e-05,0.167424326517098,0.490222154421799,-6172.32177168416
"70%",0.0515501271012226,0.00272433133273137,3.85903742536802e-05,0.168980259787785,0.490419731527147,-6172.23816020201
"72.5%",0.0515643914421277,0.00274209168037001,4.14908840737135e-05,0.170891458765346,0.490617584719549,-6172.14384205865
"75%",0.0515817540095627,0.00275931807109687,4.45761550526295e-05,0.17278632797123,0.490859390414446,-6172.04368803897
"77.5%",0.0515991679628557,0.00277785555548633,4.78603039535054e-05,0.174599060515622,0.491099669204039,-6171.95823825613
"80%",0.0516196339015859,0.0027981305142363,5.14153343537385e-05,0.176741067364427,0.491356117082821,-6171.86026703258
"82.5%",0.0516393802036147,0.00281836576604188,5.537193427848e-05,0.178974830775553,0.49163736265195,-6171.76235620697
"85%",0.0516624883659681,0.00283963794132954,5.9862239606538e-05,0.181709176272821,0.49191062470605,-6171.65452347576
"87.5%",0.051687124712599,0.00286134723446219,6.52852191333541e-05,0.184897693747767,0.492221456092274,-6171.55223999275
"90%",0.0517180588099503,0.00289184496433338,7.26328263550154e-05,0.188194848094471,0.492653947366956,-6171.43593401623
"92.5%",0.0517508304847884,0.00292742928936647,8.1869031388728e-05,0.192281092616561,0.493088779368561,-6171.30526925449
"95%",0.0517975690307127,0.00297644422222318,9.33066579194478e-05,0.197768827136026,0.493736879632922,-6171.1545045547
"97.5%",0.0518685595996846,0.00305463278125483,0.000114800702287007,0.206722884308754,0.494680076012067,-6170.93548010572
"100%",0.0524432789166309,0.00351895532043249,0.00029383659263621,0.300583632129965,0.499878418417602,-6170.36857818477
