"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.037033188982908,0.0149589584597185,0.0547765878242418,0.0304820924218649,0.851111065577492,-54663.6201218141
"Std.",0.000102803103182552,0.00330860481381661,0.00326548075136831,0.00679838147282604,0.00277674625833304,1.71639717562971
"Acceptance ratio",0.21154,0.19858,0.12708,0.25826,0.2147,0.67634
"0%",0.036650011327783,0.00659467578225934,0.0454124883514366,0.0176408877138117,0.841190481911095,-54673.4035047596
"2.5%",0.0368325317968819,0.00888007074610108,0.0483784876665206,0.021004697104065,0.845806348347504,-54667.7154808623
"5%",0.0368620677890372,0.00957875692126485,0.0491238534485593,0.0218773526095235,0.846532515202362,-54666.8318009417
"7.5%",0.0368855059722445,0.0101422634330525,0.0495680455161127,0.022469786384153,0.847072049463232,-54666.294664644
"10%",0.0369009548155623,0.0105286728792809,0.0500473903745117,0.0229476828209684,0.847486920232623,-54665.9000380337
"12.5%",0.0369157464058756,0.0109610269556682,0.0506585421967138,0.023375283841147,0.847882631772278,-54665.5982258314
"15%",0.0369284010360155,0.0112843777613452,0.0510988933855943,0.0237813194568824,0.848175886824154,-54665.3362286358
"17.5%",0.0369377557153598,0.0116169355242994,0.0516108040082316,0.0243170851572643,0.848444858777843,-54665.1204824388
"20%",0.0369470995574559,0.0118918829577173,0.0520475026779634,0.0247516045961734,0.848690543762952,-54664.9272743308
"22.5%",0.0369565397929067,0.0122220033998108,0.052348959757665,0.0251290653477436,0.848908373399591,-54664.7541329309
"25%",0.0369645248709368,0.0125537186885743,0.0526494189681597,0.0255336563740264,0.849132496679691,-54664.5844627652
"27.5%",0.036971093141596,0.0128571165439976,0.0529691878803929,0.0259440954249502,0.849371469283668,-54664.4340804959
"30%",0.0369795997455697,0.0131626325676933,0.0532137443006204,0.0263042174652574,0.849596066896463,-54664.2803643175
"32.5%",0.0369863731436818,0.0134423283625266,0.0534609732875469,0.0266325883665947,0.849822198599969,-54664.1413010444
"35%",0.0369920552862378,0.013661824088651,0.0536388043461385,0.0270057742387156,0.850016193911709,-54664.0116467881
"37.5%",0.0369999364879437,0.0138711180368748,0.0538487288534235,0.0273817394016697,0.850240144882576,-54663.8890362315
"40%",0.0370058385278508,0.0140849519825823,0.0540439703196815,0.0277417274532377,0.850404023334709,-54663.7793219389
"42.5%",0.03701242474204,0.0143048813320051,0.0542633999112076,0.0281404071701765,0.850587744620639,-54663.6698577055
"45%",0.0370189313076441,0.0145271214030669,0.0544411867624989,0.028533052558774,0.850759665242765,-54663.5535981568
"47.5%",0.037025083956451,0.0147742105516295,0.0546218397379171,0.0289074091115277,0.850937362882181,-54663.4470946793
"50%",0.037032130370219,0.0149946604034169,0.0548073668335622,0.0293024365108508,0.851132477102906,-54663.3443229212
"52.5%",0.0370384468085646,0.0151933390424419,0.0549887177289318,0.0296542800389794,0.851326353016861,-54663.2377271385
"55%",0.037045255890022,0.0153584103521227,0.0551747369818718,0.0300121115406289,0.85148136086317,-54663.1298690345
"57.5%",0.0370530523969881,0.0155584676406544,0.0553796518166003,0.0304540364599186,0.851683447354474,-54663.0269810939
"60%",0.037059249423964,0.0157283874309795,0.0555845236620007,0.0308635270073279,0.851868410610636,-54662.9277857273
"62.5%",0.0370658476181009,0.0159361275177792,0.0558228987356472,0.0313160262420424,0.852032927771613,-54662.829458501
"65%",0.0370727849202866,0.0161281295144815,0.0560527270693496,0.031725191165771,0.852237358406502,-54662.7359139299
"67.5%",0.0370801100507902,0.0163388466880673,0.0563048105783857,0.032201919087624,0.852421648625613,-54662.6329647511
"70%",0.0370886795520578,0.0165686566589797,0.0565792860890415,0.0326915991385113,0.85260260123494,-54662.5350833926
"72.5%",0.0370964429370861,0.0167937145939459,0.0568931791669874,0.033194796695541,0.852827090731343,-54662.4389024426
"75%",0.03710436185701,0.0170846855777183,0.0571454190853184,0.0337571258347261,0.853030423255764,-54662.3485326103
"77.5%",0.0371134010406478,0.0173412026693427,0.0574248424646645,0.0344585384559,0.85323813196516,-54662.2502164747
"80%",0.0371222705128271,0.0177109503729,0.0577378122199739,0.0352732877880488,0.853450869695702,-54662.1459161588
"82.5%",0.0371317802257566,0.0181495634770308,0.0580560233830869,0.0360873045883978,0.853683858372881,-54662.0496681601
"85%",0.0371419340573463,0.0186437880138521,0.0583981930405394,0.0372419817267911,0.853963844545433,-54661.9435652946
"87.5%",0.0371537887109914,0.0191979012905964,0.0587324923770638,0.0387326801600328,0.854293754638295,-54661.8337943569
"90%",0.0371680662771113,0.0198217199383278,0.0590909208576768,0.040377937700283,0.854696982743401,-54661.703934261
"92.5%",0.0371833241525417,0.0202676101115612,0.0594924065929721,0.0420934526301349,0.855106244952196,-54661.5585236893
"95%",0.0372040428852892,0.020667410122335,0.0600639994478524,0.0440968413338712,0.855659792138994,-54661.3869797327
"97.5%",0.0372296530139854,0.0212735030792849,0.0608024510486607,0.0471732030592922,0.856543248042023,-54661.1330497596
"100%",0.0373642398588761,0.0243102802154931,0.062820886435396,0.0642929612546967,0.86160916456923,-54660.2410430448
