pos	5pC>T
1	0.031639929811074
2	0.0512598536304455
3	0.0284914355273454
4	0.0306405844351869
5	0.0270828797086245
6	0.0300794469216133
7	0.0300290402791968
8	0.0261185104990181
9	0.0257635804082107
10	0.0279831155555246
11	0.0234543391945547
12	0.024995930154371
13	0.0262350448935898
14	0.0249537071834152
15	0.0229638274758507
16	0.022174346290031
17	0.0206429146313281
18	0.0230308987737163
19	0.0199006653546997
20	0.0198086688877685
21	0.021797291816168
22	0.0227554711791437
23	0.0245874807095296
24	0.0376678507144109
25	0.0336390240082996
