pos	3pG>A
1	0.0305428998926011
2	0.0415842968498157
3	0.0265668313381754
4	0.0275335240731698
5	0.0258042058275488
6	0.0288354796825783
7	0.0287344649538733
8	0.0264942460220061
9	0.0263856806275679
10	0.0271931555452965
11	0.0253929912626672
12	0.0262796033211022
13	0.0271390081142893
14	0.025664440036373
15	0.0245443711524886
16	0.0245492688517626
17	0.0243313468512015
18	0.0248334021107166
19	0.0217440367329468
20	0.0227800348229832
21	0.0243355518116245
22	0.0249302289271844
23	0.0256748398240106
24	0.0299379682324663
25	0.029161537108688
