pos	5pC>T
1	0.0201431162847636
2	0.0419076321576932
3	0.0198005061783534
4	0.0220105397902017
5	0.0191216681237328
6	0.0262779598642976
7	0.0266546552911875
8	0.0239359594198304
9	0.0243673222796536
10	0.0267619299638352
11	0.0200544011845938
12	0.0214006525180089
13	0.0237016499864755
14	0.0239633154183719
15	0.023891699896123
16	0.0236563602407138
17	0.0237048067599391
18	0.0223150813191386
19	0.0214544393525908
20	0.0226112925192393
21	0.0226055096609174
22	0.0240552759532543
23	0.0245531197301855
24	0.0279294414111718
25	0.0257578759659204
