pos	3pG>A
1	0.0186970198466339
2	0.0329180455518785
3	0.0177924420666369
4	0.0198999087005038
5	0.0183721230213574
6	0.0246313767583752
7	0.0251806784012379
8	0.0228745526646678
9	0.023462205447312
10	0.0260785349533369
11	0.0200323260028408
12	0.022086233629136
13	0.022548067916688
14	0.0236868858014232
15	0.0220777915508057
16	0.0236429722593697
17	0.0232187413362905
18	0.0235215169399659
19	0.0217858972170053
20	0.0229765712658885
21	0.0236934764886476
22	0.0254521897748001
23	0.0254227186813561
24	0.0261739799846035
25	0.0243799060746317
