"","Position","C.T","G.A"
"1",1,0.687133991535672,0.403554267464303
"2",2,0.680223166445945,0.400931043415889
"3",3,0.668458235242532,0.414723635829929
"4",4,0.65391535711618,0.434580105858158
"5",5,0.637885112141531,0.454856921569553
"6",6,0.621194185589,0.473158235074841
"7",7,0.603328221231545,0.490500399907135
"8",8,0.587844636153261,0.50162081365423
"9",9,0.580887230062048,0.4997990213124
"10",10,0.578396404942973,0.492007567119708
"11",11,0.578258215593718,0.481055335635651
"12",12,0.577708122632415,0.470865193471892
"13",-12,0.495044243772987,0.559979438695525
"14",-11,0.498162466174821,0.565277368585335
"15",-10,0.501232777713807,0.570857994459516
"16",-9,0.503853563276615,0.5770183647717
"17",-8,0.505974179428409,0.583788917983317
"18",-7,0.501446943229662,0.595211693458509
"19",-6,0.494649914368503,0.607821442073903
"20",-5,0.485801450145232,0.621186057544618
"21",-4,0.47044109184049,0.637112592439315
"22",-3,0.451387857703255,0.653380546889006
"23",-2,0.438482448368731,0.666232505714867
"24",-1,0.442107055140246,0.673196902713496
