"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0377813881574025,0.0266372538895305,0.00480771947865473,0.0319907980970719,0.54149007531644,-16130.2159987075
"Std.",0.000143129571373341,0.00320290404120836,0.00316453576396805,0.0160846995521632,0.00256306285749145,1.62537529191899
"Acceptance ratio",0.1697,0.22508,0.14166,0.1605,0.22842,0.64136
"0%",0.0372408014842208,0.0191721634874152,8.11146812695006e-07,0.0113712041889374,0.531636259627459,-16140.9741625972
"2.5%",0.0374949940806483,0.0204437736234474,0.000232532826179308,0.0160300464037763,0.536630923398895,-16134.2448703756
"5%",0.0375431726365294,0.021012234813173,0.000513635488551717,0.0170683571058383,0.537402015968223,-16133.3952696059
"7.5%",0.0375746460841174,0.0214592807480981,0.000709511648007739,0.0178564839043908,0.537887669179119,-16132.8633651478
"10%",0.0375955532013122,0.0218258633416908,0.000908366295770972,0.0184635237492374,0.538256054198883,-16132.4370343581
"12.5%",0.037615262654677,0.0221507302635385,0.0011024390854474,0.0189221944605046,0.538568867033376,-16132.1103575211
"15%",0.0376318137619247,0.0225277968869385,0.00134859553700321,0.0194360693319383,0.538836920501104,-16131.8237349829
"17.5%",0.0376458967428563,0.0228917023058147,0.00155666623905561,0.0198742722364905,0.539059391443767,-16131.5875136941
"20%",0.0376589439021482,0.023357336052502,0.00176872124654208,0.020378080474542,0.53932826577401,-16131.3919212457
"22.5%",0.0376710529034238,0.0237254295100493,0.00197702139783878,0.0207877822885642,0.539527495325026,-16131.2168961249
"25%",0.0376837929236011,0.0240867811377382,0.00214532454831637,0.0211923743820229,0.539740080678354,-16131.0589299683
"27.5%",0.0376941938320771,0.0244657246813527,0.00235147822276074,0.0215722236632105,0.539950477651383,-16130.9077666203
"30%",0.0377058683007252,0.0247675018774362,0.0025065900305627,0.0220574052863322,0.540117720490696,-16130.7635809226
"32.5%",0.037716988046319,0.0251197710362414,0.00270126036307773,0.0224981166248647,0.540294039905869,-16130.6338755973
"35%",0.0377278975358419,0.0254984477535332,0.00288177568019752,0.0229517345035412,0.540475054381205,-16130.5053034758
"37.5%",0.0377376693708289,0.0257894255174776,0.00306380388215043,0.0233765681605064,0.540648570338981,-16130.3927762623
"40%",0.037746827590892,0.0260497944332797,0.00329537768604134,0.0238209691085718,0.540795280039437,-16130.2854888208
"42.5%",0.0377568122629054,0.0263727314655431,0.00356384850896992,0.0243044481105063,0.540955035879809,-16130.1784637043
"45%",0.0377659814747781,0.0266697389761631,0.00381967812513625,0.0248228363641647,0.54113674468966,-16130.074682666
"47.5%",0.0377754146963398,0.0269383222843598,0.00405217293056618,0.0255236798192388,0.541299733316704,-16129.9705377789
"50%",0.0377853479101052,0.0271693444578383,0.00432017817411828,0.0261227831132805,0.541456186839089,-16129.8738170375
"52.5%",0.0377938269299248,0.0274282445046018,0.00457229394693553,0.0267432112766136,0.541621435520221,-16129.7760429318
"55%",0.0378031151241571,0.027683685424492,0.00479307352926119,0.0275413794334097,0.541788391578202,-16129.6823620874
"57.5%",0.0378115870782969,0.0278924917610317,0.00506330671786346,0.028380797061962,0.541949274195295,-16129.592976583
"60%",0.0378211356319098,0.0281526901313754,0.00531629461012389,0.0292134913199374,0.542095611224173,-16129.5042946186
"62.5%",0.03783052483471,0.0283949067487137,0.00564191243648317,0.0302260171057888,0.542256857322651,-16129.4177802613
"65%",0.03784021579561,0.0285843631011503,0.00594761989577455,0.0313960464684691,0.542441495043026,-16129.3329535649
"67.5%",0.0378491797979901,0.0287567853736447,0.00629286910237367,0.0326377601839295,0.542612692834887,-16129.2476938056
"70%",0.0378594275201874,0.0289377573378981,0.00662234973032033,0.0339731575433126,0.542791848759441,-16129.1738588936
"72.5%",0.0378690477599804,0.0291396965256216,0.00697980536126644,0.0355644962224908,0.542968311687615,-16129.0952482975
"75%",0.037879982840788,0.0293049697739113,0.00734851783611102,0.037294375424302,0.543167688736536,-16129.0120392332
"77.5%",0.0378910861183413,0.0294802201150961,0.00769771382457463,0.039255121299141,0.543395058297675,-16128.9316151863
"80%",0.0379020182038374,0.0296815731249181,0.00805298633112926,0.0417569582573969,0.543652219501278,-16128.8485038721
"82.5%",0.0379150491135806,0.0299186807407305,0.00845308970231954,0.0448461600022394,0.543910737572237,-16128.7625787269
"85%",0.0379286776403125,0.0301433476136284,0.00878207836428529,0.0481579903051445,0.544162757588002,-16128.6755019382
"87.5%",0.0379430796257015,0.0303388659063461,0.00912774178813928,0.0516036659915026,0.544471672020414,-16128.5811495602
"90%",0.0379613987163226,0.0305228014743784,0.00948329989856539,0.0556199030854087,0.544813104735271,-16128.4827086534
"92.5%",0.0379827029551312,0.0307213929973456,0.00984961439369405,0.0598477647026066,0.545226187710762,-16128.3642315654
"95%",0.0380074647862736,0.030953222323854,0.0104282982878154,0.0656059501294222,0.545737810055127,-16128.2408686609
"97.5%",0.0380531224400548,0.0313010181853467,0.010999280066148,0.0766665434137977,0.546607674109748,-16128.0882255175
"100%",0.0383736991832206,0.0326990872975393,0.0129892125922631,0.148225450334378,0.552061593783855,-16127.6921804186
