"","Position","C.T","G.A"
"1",1,0.150217540470939,0.189465813949519
"2",2,0.170229029459935,0.200594817247782
"3",3,0.18172745477895,0.214182643459917
"4",4,0.194535810967433,0.222364288812843
"5",5,0.210974054896099,0.223662492711489
"6",6,0.225062434389946,0.224125868431774
"7",7,0.235147512684295,0.226029952043275
"8",8,0.24118213038973,0.23001611976077
"9",9,0.244604669980123,0.235024167331719
"10",10,0.2453575292025,0.241361508585752
"11",11,0.245198423785834,0.247447461386297
"12",12,0.246314101450268,0.251331973938103
"13",-12,0.253865020741382,0.243846382786317
"14",-11,0.251973878934017,0.240694756010517
"15",-10,0.247644667338451,0.239071466668937
"16",-9,0.241089378706042,0.238541608357843
"17",-8,0.233834662310255,0.237324725264416
"18",-7,0.226784270938909,0.234283158948424
"19",-6,0.220410731551899,0.2286636774604
"20",-5,0.214530809199568,0.220241336132561
"21",-4,0.208497906668204,0.209100244805992
"22",-3,0.198648914648514,0.19817063463825
"23",-2,0.184564411608089,0.187035893582632
"24",-1,0.169580477941267,0.171316915442179
