pos	3pG>A
1	0.0221507347575038
2	0.0339146548879243
3	0.0167436295564383
4	0.0195792108713792
5	0.0178194340664696
6	0.0239214328121908
7	0.0230155797770799
8	0.0209770948100899
9	0.0216910532782308
10	0.0224196635129007
11	0.0199339895604635
12	0.0205723024099601
13	0.0213054353198436
14	0.0217486379303955
15	0.0208029602220167
16	0.0206789958961787
17	0.0218788365642572
18	0.0216348544543472
19	0.0216136586839918
20	0.0205525854578123
21	0.0216259298618491
22	0.0223252877105681
23	0.0244991396496441
24	0.0232380428386939
25	0.023131219278264
