pos	5pC>T
1	0.0299440047111901
2	0.0436077765016232
3	0.0242760343898566
4	0.0252530749972788
5	0.0211785252406902
6	0.0241103013666854
7	0.0238350334627325
8	0.0208968720807722
9	0.0219058551054407
10	0.0222962738564071
11	0.0188029106008841
12	0.0207142281987278
13	0.0203856263706638
14	0.0212902362865695
15	0.0188040159788569
16	0.0189170686833463
17	0.0176491351923756
18	0.0195346371152582
19	0.0167154919869033
20	0.0169591883627623
21	0.0192042324579345
22	0.0195601851851852
23	0.0221772064400303
24	0.0371778921118542
25	0.032975549269578
