"","Position","C.T","G.A"
"1",1,0.578551210579271,0.354017631464074
"2",2,0.571282444077066,0.347891735784679
"3",3,0.559784410524964,0.363351098974202
"4",4,0.547507236681194,0.383218527333788
"5",5,0.53649224940901,0.400605728619901
"6",6,0.524270834131308,0.418825394456182
"7",7,0.509364081577224,0.438952828971779
"8",8,0.496997910563348,0.453879020880956
"9",9,0.496229027751542,0.454660653564709
"10",10,0.500716870309446,0.449316611568287
"11",11,0.510503386455359,0.43704574739743
"12",12,0.521932208965529,0.421344288525909
"13",-12,0.442047972314555,0.505702722271444
"14",-11,0.451811026868567,0.497927368671586
"15",-10,0.459807050450168,0.491171829307157
"16",-9,0.463623979976621,0.487849447501701
"17",-8,0.46367851161719,0.487895869419397
"18",-7,0.455203060328905,0.495440073633152
"19",-6,0.44452497809279,0.504420723225333
"20",-5,0.430996794461021,0.51509798141583
"21",-4,0.412637679798978,0.528537757645727
"22",-3,0.391590422047311,0.543205661291077
"23",-2,0.383250677271586,0.552340503182087
"24",-1,0.402204352450954,0.553066458971163
