pos	3pG>A
1	0.0106367836022723
2	0.0125841339239487
3	0.0102226347442434
4	0.0103847438671915
5	0.0100415149198927
6	0.0133807913275931
7	0.0146550611583521
8	0.0128550555622579
9	0.0139600783431262
10	0.0150363424513122
11	0.0145707606154515
12	0.0159158950080067
13	0.0147518492850374
14	0.0139276927567658
15	0.0144839817577839
16	0.0146387131549831
17	0.014680166967509
18	0.0163599472168225
19	0.0149090050946042
20	0.0142972902446059
21	0.0165143566311277
22	0.0174889886802198
23	0.0166889000055583
24	0.0163852246523153
25	0.0176909521449419
