pos	5pC>T
1	0.00658216234005844
2	0.0122323705592788
3	0.0086228730630195
4	0.0121735154597931
5	0.0103618141668082
6	0.0150340318683575
7	0.016950152684143
8	0.0137588690749184
9	0.0132318625371235
10	0.0167513129797426
11	0.0135598192024106
12	0.0143322216928696
13	0.01481621929088
14	0.0164134800069845
15	0.01509496329555
16	0.0159551896800475
17	0.0155812743457412
18	0.0148581848227132
19	0.0144678865080781
20	0.0138903931549875
21	0.0132214060860441
22	0.0165385414502389
23	0.0171495262941096
24	0.0172939258629244
25	0.0158830133910234
