"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0540976175505131,0.00170996370362322,2.91770841690472e-05,0.154321139983723,0.445556970471006,-5550.73672929734
"Std.",0.000226934285702374,0.000207890328527422,2.93970925175626e-05,0.0267490388690513,0.00239955196735529,1.73833957345235
"Acceptance ratio",0.25568,0.19006,0.1552,0.23606,0.23416,0.70004
"0%",0.0532110256726342,0.00100758468442935,1.44434395165062e-08,0.0679625053730917,0.436269138546213,-5563.79404472322
"2.5%",0.0536568093624414,0.00130275356875869,8.57908581316538e-07,0.10708230849252,0.440754683241016,-5554.979907064
"5%",0.0537305212207815,0.00136816553609346,1.5122065256773e-06,0.113720185046236,0.44156228741991,-5554.06540260832
"7.5%",0.0537749816146252,0.00141577221871743,2.32211298469247e-06,0.117940825492183,0.44209869126008,-5553.48904992268
"10%",0.0538105418226614,0.00144753411638949,2.94120680896206e-06,0.121191608383743,0.442471879264723,-5553.09986169396
"12.5%",0.0538404879307713,0.0014741147615016,3.75179191277882e-06,0.124165354606793,0.442793675476479,-5552.74460544674
"15%",0.0538648182814357,0.00149772727243711,4.64088535636938e-06,0.12706171532283,0.44309548288022,-5552.47342088194
"17.5%",0.0538870761782699,0.00151951507762366,5.50172223921624e-06,0.129294224948035,0.44332326434946,-5552.2326741811
"20%",0.0539089527540608,0.00153572178234653,6.39569684241902e-06,0.131434066377484,0.443565146229314,-5552.01756623615
"22.5%",0.0539286587521373,0.0015543783501161,7.3630687338138e-06,0.133509979182936,0.443764132975146,-5551.82683460334
"25%",0.0539432964013491,0.00157062513369164,8.22091406838228e-06,0.135422367005042,0.443940191451776,-5551.65058787116
"27.5%",0.0539596033352806,0.00158835241896305,9.27529795996264e-06,0.137323341256764,0.44411649608148,-5551.48977040449
"30%",0.0539751115380664,0.00160150196482931,1.02655434777e-05,0.139253209904948,0.444289038294078,-5551.34199257267
"32.5%",0.0539893785493374,0.00161372540591095,1.14997564792222e-05,0.141164548701859,0.444458998681731,-5551.20190772132
"35%",0.054005049760982,0.00162770282056873,1.26639714976911e-05,0.142805802763372,0.444634167328756,-5551.07710660116
"37.5%",0.0540174976974049,0.00164009868951457,1.3903301916227e-05,0.144527745551892,0.444790921655925,-5550.95413027604
"40%",0.0540337873010547,0.00165330307347452,1.50300219803641e-05,0.14612362704557,0.44495159454625,-5550.84310924175
"42.5%",0.0540479677071673,0.00166580345618546,1.62496243265339e-05,0.147716491657663,0.445100256794607,-5550.73795702395
"45%",0.0540633596757925,0.00168095425848252,1.74777950284034e-05,0.149336279143201,0.44525607482101,-5550.63325241956
"47.5%",0.0540776450283991,0.00169413173724871,1.87954744191723e-05,0.151297419726685,0.44541982663402,-5550.5196380641
"50%",0.0540920488519819,0.00170680563046649,2.01126222344777e-05,0.152867931263972,0.445601754796368,-5550.41760727284
"52.5%",0.0541080835331261,0.00171979644300799,2.16489297632819e-05,0.154329403235394,0.445724145496563,-5550.31866185196
"55%",0.0541218277545119,0.00173423918489574,2.31214817326769e-05,0.156010674916143,0.445864389687005,-5550.21741436561
"57.5%",0.0541373987893338,0.00174676778501949,2.48011262711633e-05,0.157545255340437,0.446048473998565,-5550.12092593099
"60%",0.0541517475718617,0.00176135702674603,2.66887880911226e-05,0.159404468738763,0.446213776700326,-5550.01726859999
"62.5%",0.0541672714746228,0.00177308922313546,2.85250892715174e-05,0.16118516626727,0.446370342514148,-5549.92631701356
"65%",0.0541820790708463,0.00178546154258264,3.04465652100863e-05,0.163110051922974,0.446514147396253,-5549.82961723901
"67.5%",0.0541973271492708,0.00179948492679532,3.22103203375551e-05,0.165221708609451,0.446676895415805,-5549.73018851578
"70%",0.0542152032445891,0.00181482969592336,3.4599467046127e-05,0.166904108696737,0.446831277256073,-5549.63589928321
"72.5%",0.0542342476565447,0.00183241541730367,3.70242106398194e-05,0.169066438886273,0.447018471858034,-5549.54506594511
"75%",0.0542535965191196,0.00184791954890437,3.97080803953087e-05,0.171325403397468,0.447216602373055,-5549.45904504481
"77.5%",0.0542703048698543,0.00186414204020105,4.28911305506573e-05,0.173892587105394,0.447393113679168,-5549.36984156462
"80%",0.0542882799157248,0.00188596344698601,4.67678040064543e-05,0.176393668996749,0.447591736975571,-5549.27031821789
"82.5%",0.0543101520467127,0.00190701379303625,5.02513757063834e-05,0.178794496032929,0.447811912255617,-5549.17446589545
"85%",0.0543333082762305,0.00192800699612817,5.43706142703042e-05,0.18183146023116,0.448015866784566,-5549.07157698282
"87.5%",0.0543617746758754,0.00195836322237451,6.07172043418994e-05,0.185241127404818,0.44830438187169,-5548.95398834679
"90%",0.054393054590448,0.00198544859921632,6.83132347338609e-05,0.189139657261115,0.448578548505956,-5548.83560950092
"92.5%",0.0544271696448693,0.00201472404027943,7.65714298016994e-05,0.193744982483062,0.448942849107874,-5548.69610319497
"95%",0.0544767112135816,0.0020539024610095,8.94751496080647e-05,0.200851188348608,0.449431879278097,-5548.53844764407
"97.5%",0.0545464731672809,0.00211786310671333,0.000110087703614903,0.210930118994022,0.450198399866647,-5548.34277791868
"100%",0.0549810385893396,0.00247231785389555,0.000309895634063158,0.324012862099197,0.45653785807369,-5547.74578508155
