"","Position","C.T","G.A"
"1",1,0.0346898807808456,0.0410491455030409
"2",2,0.0398160185815544,0.04387031307254
"3",3,0.0433934447560554,0.0469131398459501
"4",4,0.0473928484300342,0.0484769740815615
"5",5,0.0511311796396444,0.0494070249153556
"6",6,0.0534338839004337,0.0510157652321932
"7",7,0.0541412694334533,0.0535880810458282
"8",8,0.0539624068756021,0.0565158727779457
"9",9,0.0549089137328533,0.0579097402458293
"10",10,0.0569107393023034,0.057911353628449
"11",11,0.0586472404103402,0.0578689856917547
"12",12,0.060416887215254,0.0575362424378084
"13",-12,0.0555626155643105,0.0622968078566968
"14",-11,0.0572506512314296,0.0592425168471658
"15",-10,0.0583649468533103,0.056477919135215
"16",-9,0.0586620875915431,0.0542079273971008
"17",-8,0.0576907495132538,0.0528352047228732
"18",-7,0.0556170788487826,0.0521284270349057
"19",-6,0.0532365836562944,0.0512109883123915
"20",-5,0.0507631640159868,0.0497704913970207
"21",-4,0.0476947845021911,0.0481801318478943
"22",-3,0.0436270336334265,0.0466847096105781
"23",-2,0.0394217338708341,0.0442549584335413
"24",-1,0.035835460389755,0.0399333715491127
