pos	5pC>T
1	0.0374575304751526
2	0.0582352651533803
3	0.0335329560646851
4	0.0345056274016424
5	0.0314378744730584
6	0.0343897314903157
7	0.0342267785973116
8	0.0292121509464819
9	0.0292887029288703
10	0.030212642689672
11	0.0257067376117431
12	0.0276558282579105
13	0.0284345063610608
14	0.0272036813653219
15	0.0257734182858951
16	0.0241620040039012
17	0.0221575404766236
18	0.0243917752315178
19	0.0215149499060739
20	0.0217303459660224
21	0.0244225468789151
22	0.0246660974867764
23	0.0260881761653186
24	0.0376884292711064
25	0.0398441800398018
