"","Position","C.T","G.A"
"1",1,0.309767652294069,0.169340110053506
"2",2,0.315549718081022,0.189378602188347
"3",3,0.314048430313012,0.215356045912363
"4",4,0.31208871301457,0.238141895530182
"5",5,0.31484045718581,0.252386892329385
"6",6,0.319789885430682,0.261983253876329
"7",7,0.323920709087693,0.270813376689395
"8",8,0.327335937436634,0.278978210682287
"9",9,0.333192060886139,0.283098141276346
"10",10,0.338444614329056,0.286789009098543
"11",11,0.342178354171303,0.291237000925916
"12",12,0.346917681891532,0.293665034534401
"13",-12,0.304854024455808,0.3364373261431
"14",-11,0.300329936068191,0.333538046651338
"15",-10,0.293971787686268,0.331499940652881
"16",-9,0.288551391201553,0.327761215725571
"17",-8,0.281737313202019,0.324263800300436
"18",-7,0.272423364070962,0.321800734794412
"19",-6,0.264569044726389,0.316797941154288
"20",-5,0.256416973050883,0.310595663226668
"21",-4,0.24299480277045,0.307120626108231
"22",-3,0.221614646194625,0.307940779091182
"23",-2,0.198833152141186,0.307121890979551
"24",-1,0.180813468143813,0.299958713358002
