"","Position","C.T","G.A"
"1",1,0.463726983278273,0.25541220128413
"2",2,0.469997805841064,0.260262175747327
"3",3,0.468388655875632,0.278620455725276
"4",4,0.464097310746252,0.299803597702352
"5",5,0.461562512630667,0.316166179334894
"6",6,0.460634753037478,0.328666596099138
"7",7,0.459398651051735,0.340599608080377
"8",8,0.457628597759166,0.352354436460785
"9",9,0.457900798014913,0.360445600217148
"10",10,0.45939206851704,0.366277144777415
"11",11,0.464689995375365,0.366428052997893
"12",12,0.472388808428695,0.362646193204281
"13",-12,0.37801900821962,0.460122662760582
"14",-11,0.382640298169393,0.451434070997866
"15",-10,0.381866375078849,0.44644950644331
"16",-9,0.374269069926504,0.446431087661775
"17",-8,0.363952095066281,0.447982550687872
"18",-7,0.353358469618431,0.449137638186475
"19",-6,0.34566331464726,0.447664786513721
"20",-5,0.337971973964517,0.445655773557907
"21",-4,0.326239092988246,0.445786857121172
"22",-3,0.306611597520989,0.450146557081795
"23",-2,0.287230579661063,0.453109631789162
"24",-1,0.279648950433377,0.448278767161594
