"","Position","C.T","G.A"
"1",1,0.459977959506544,0.239875033759821
"2",2,0.419537387105201,0.222349363487344
"3",3,0.393745237628597,0.229979341396195
"4",4,0.374657393185978,0.244584234140821
"5",5,0.360437378042839,0.258276831858408
"6",6,0.350899466558932,0.267950722272466
"7",7,0.346012895348727,0.272750537723547
"8",8,0.343661696732991,0.27496387756239
"9",9,0.344543699570026,0.27355039830645
"10",10,0.343574181078306,0.274510277089222
"11",11,0.342207216813723,0.276012548107477
"12",12,0.341607382361235,0.276632816178011
"13",-12,0.297815635108,0.322360025110027
"14",-11,0.292096079269121,0.327604733116697
"15",-10,0.286715380958087,0.332430693020676
"16",-9,0.280737392740834,0.337679777557201
"17",-8,0.277604940967428,0.340562595119166
"18",-7,0.27680988262007,0.341732938379224
"19",-6,0.278173744460527,0.341625051815666
"20",-5,0.276028941598539,0.345443593223454
"21",-4,0.266692576575957,0.357191920183319
"22",-3,0.251604751232377,0.377837635502142
"23",-2,0.240560339608372,0.406898062529515
"24",-1,0.252441421731451,0.451271880147462
