pos	3pG>A
1	0.00905164921850975
2	0.0131752715069217
3	0.00966689326988443
4	0.0110279517336185
5	0.0115672056233439
6	0.0138197112723938
7	0.0147038402789564
8	0.0128459202440867
9	0.0136018214613087
10	0.0143499615361856
11	0.0141826576251623
12	0.0159159379822176
13	0.0143356276335718
14	0.0142701300232922
15	0.0152552695295673
16	0.016004356573434
17	0.0157990743672079
18	0.0164719661251089
19	0.0142726683556236
20	0.0146957452737486
21	0.0181157234222276
22	0.0166532325521269
23	0.0157845185206979
24	0.0158947319877638
25	0.0168293652546491
