Sequence_Name	Extraction_ID
GmA0200101Acssl2	Gmi-ABas_001-Ex1-b-cssl2
GmA0200301Bcssl2	Gmi-ABas_003-Ex1-b-cssl2
GmA0200401Ccssl2	Gmi-ABas_004-Ex1-b-cssl2
GmA0200801Dcssl	Gmi-ABas_008-Ex1-b-cssl
GmA0200901Ecssl	Gmi-ABas_009-Ex1-b-cssl
GmA0201001Fcssl	Gmi-ABas_010-Ex1-b-cssl
GmA0201101Gcssl	Gmi-ABas_011-Ex1-b-cssl
GmA0201201Hcssl	Gmi-ABas_012-Ex1-b-cssl
GmA0201302Acssl	Gmi-ABas_013-Ex1-b-cssl
GmA0201402Bcssl	Gmi-ABas_014-Ex1-b-cssl
GmA0201502Ccssl	Gmi-ABas_015-Ex1-b-cssl
GmA0201602Dcssl	Gmi-ABas_016-Ex1-b-cssl
GmA0201702Ecssl2	Gmi-ABas_017-Ex1-b-cssl2
GmA0201802Fcssl2	Gmi-ABas_018-Ex1-b-cssl2
GmA0201902Gcssl2	Gmi-ABas_019-Ex1-b-cssl2
GmA0202202Hcssl2	Gmi-ABas_022-Ex1-b-cssl2
GmA0202403Acssl	Gmi-ABas_024-Ex1-b-cssl
GmA0202503Bcssl	Gmi-ABas_025-Ex1-b-cssl
GmA0202603Ccssl	Gmi-ABas_026-Ex1-b-cssl
GmA0202703Dcssl	Gmi-ABas_027-Ex1-b-cssl
GmA0202803Ecssl2	Gmi-ABas_028-Ex1-b-cssl2
GmA0202903Fcssl	Gmi-ABas_029-Ex1-b-cssl
GmA0203003Gcssl2	Gmi-ABas_030-Ex1-b-cssl2
GmA0203103Hcssl	Gmi-ABas_031-Ex1-b-cssl
GmA0203204Acssl	Gmi-ABas_032-Ex1-b-cssl
GmA0203304Bcssl2	Gmi-ABas_033-Ex1-b-cssl2
GmA0203404Ccssl2	Gmi-ABas_034-Ex1-b-cssl2
GmA0203504Dcssl2	Gmi-ABas_035-Ex1-b-cssl2
GmA0203604Ecssl	Gmi-ABas_036-Ex1-b-cssl
GmA0203704Fcssl	Gmi-ABas_037-Ex1-b-cssl
GmA0203804Gcssl	Gmi-ABas_038-Ex1-b-cssl
GmA0203904Hcssl	Gmi-ABas_039-Ex1-b-cssl
GmA0204005Acssl	Gmi-ABas_040-Ex1-b-cssl
GmA0204105Bcssl	Gmi-ABas_041-Ex1-b-cssl
GmA0204205Ccssl	Gmi-ABas_042-Ex1-b-cssl
GmA0204305Dcssl	Gmi-ABas_043-Ex1-b-cssl
