pos	5pC>T
1	0.0261584454409567
2	0.0389434714509469
3	0.0231285310734463
4	0.0213146139119336
5	0.0196449870202764
6	0.0247882238577975
7	0.027027027027027
8	0.0260997426785933
9	0.0266960409512084
10	0.0251642575558476
11	0.0226593625498008
12	0.0228301886792453
13	0.0245378807602187
14	0.0233744959677419
15	0.0208065759054714
16	0.0243596514391339
17	0.024679952487792
18	0.0234021632251721
19	0.0224696889826041
20	0.0231635928746774
21	0.0203688959660297
22	0.0220472440944882
23	0.0243886826270644
24	0.0265871952852933
25	0.0284044999689229
