pos	3pG>A
1	0.010498687664042
2	0.0122382114865733
3	0.00920687899530463
4	0.0106738888003823
5	0.0101172340707378
6	0.0133348832574978
7	0.0133603816346261
8	0.0126178192656248
9	0.0127137152127792
10	0.0141103341103341
11	0.0135476603647213
12	0.0154441955953714
13	0.0138895450465347
14	0.0154447945609487
15	0.0148737137511693
16	0.0146991199556014
17	0.0139788826307284
18	0.0145817586293777
19	0.0147990888100293
20	0.0162592821782178
21	0.0166742411183025
22	0.0174816801570956
23	0.0170684119156258
24	0.0153145695364238
25	0.016701365501194
