pos	3pG>A
1	0.0117231022622681
2	0.0128471954572317
3	0.0104385646973541
4	0.0110093685491981
5	0.0104632181754931
6	0.0141632599235131
7	0.0146393468199074
8	0.0138402371212307
9	0.0126498846553604
10	0.0132882938824172
11	0.0145131432802666
12	0.0157231910758903
13	0.0137100340799709
14	0.0150133367204369
15	0.0150616273717588
16	0.0166814598235263
17	0.0144570821566443
18	0.0179522996533706
19	0.0164235438131184
20	0.0149224084419615
21	0.0185381767340704
22	0.0167529859422894
23	0.0179771292375567
24	0.0163861007929608
25	0.0174197194172133
