file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_001-Ex1-b-cssl2.1.fq.gz	5638634	5426740	2376352	2343913	1911426	1853714	96.2421	43.7897	98.6349	81.5485	96.9807	32.8752
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_001-Ex1-b-cssl2.2.fq.gz	5638634	5426740	2376352	2343913	1921409	1853714	96.2421	43.7897	98.6349	81.9744	96.4768	32.8752
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_003-Ex1-b-cssl2.1.fq.gz	4422095	4204070	2424002	2397707	2099656	2055115	95.0696	57.6585	98.9152	87.5693	97.8787	46.4738
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_003-Ex1-b-cssl2.2.fq.gz	4422095	4204070	2424002	2397707	2106752	2055115	95.0696	57.6585	98.9152	87.8653	97.549	46.4738
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_004-Ex1-b-cssl2.1.fq.gz	3117856	2916843	1539842	1522511	1305277	1275643	93.5528	52.7914	98.8745	85.7319	97.7297	40.9141
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_004-Ex1-b-cssl2.2.fq.gz	3117856	2916843	1539842	1522511	1308306	1275643	93.5528	52.7914	98.8745	85.9308	97.5034	40.9141
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_008-Ex1-b-cssl.1.fq.gz	10385921	10061910	6315977	6228769	4836261	4403269	96.8803	62.7712	98.6192	77.6439	91.047	42.3965
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_008-Ex1-b-cssl.2.fq.gz	10385921	10061910	6315977	6228769	4916575	4403269	96.8803	62.7712	98.6192	78.9333	89.5597	42.3965
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_009-Ex1-b-cssl.1.fq.gz	5476261	5318216	2941446	2912566	2620191	2573199	97.114	55.3089	99.0182	89.9616	98.2065	46.9882
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run//raw_fq_capture//Gmi-ABas_009-Ex1-b-cssl.2.fq.gz	5476261	5318216	2941446	2912566	2623807	2573199	97.114	55.3089	99.0182	90.0858	98.0712	46.9882
