pos	5pC>T
1	0.0222393443771232
2	0.0394454208162468
3	0.0195692502601692
4	0.0205902539464653
5	0.0179454414134119
6	0.0235261859062243
7	0.0242864556305138
8	0.0206950502560212
9	0.0220114799101572
10	0.0217441532102791
11	0.0165768652007184
12	0.0188436726972886
13	0.0218912209433536
14	0.0213670986249876
15	0.0193022843987958
16	0.0189250567751703
17	0.0192443272318981
18	0.0202633980962316
19	0.0189904403617718
20	0.0188293181984264
21	0.0201266278890204
22	0.0203391567190942
23	0.0212852014763133
24	0.0250933768215056
25	0.0248011000884
