pos	5pC>T
1	0.0261121164718993
2	0.0423498609065619
3	0.0233396803415844
4	0.0242698224121704
5	0.0214081433601693
6	0.0271060242446619
7	0.0283487882802151
8	0.0238131414285122
9	0.0258896701747936
10	0.026017022398664
11	0.0231334348346662
12	0.0232509331854228
13	0.0237176895082273
14	0.0240016193863682
15	0.0228560924047918
16	0.0225254563072866
17	0.0224536440896214
18	0.0229469573496426
19	0.0208156918292251
20	0.0219752067291954
21	0.0229807584292202
22	0.0242995516518492
23	0.0240286069093466
24	0.0341210726983157
25	0.0353260869565217
