"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0571594877671536,0.00147385875189463,2.09316505533026e-05,0.150666385846174,0.419629443754963,-6083.02018517028
"Std.",0.000207946923988372,0.00018555587801321,2.08839369870762e-05,0.0239284396679879,0.00197910201676029,1.75398104181602
"Acceptance ratio",0.23334,0.17206,0.11408,0.21536,0.19238,0.64264
"0%",0.0563686241467469,0.000705665720267127,5.34771786602508e-09,0.0822929981454587,0.41102665024886,-6097.71094033857
"2.5%",0.0567580684888702,0.00110683668037635,3.80822433279834e-07,0.107351024173772,0.41576386642814,-6087.30143145348
"5%",0.0568309354598688,0.00116799406649865,9.99336593901407e-07,0.113691697144245,0.416338523224994,-6086.37187314471
"7.5%",0.0568695959640914,0.00120426826559978,1.63797933553584e-06,0.118020953076095,0.416760848457912,-6085.76901353472
"10%",0.0569016348785636,0.00123442926744887,2.23898551930456e-06,0.121050072838112,0.4170910909736,-6085.37355751849
"12.5%",0.0569249737676274,0.00125877020626302,2.82081355680199e-06,0.123653849705737,0.417354221376998,-6085.05076440233
"15%",0.0569451822387998,0.00128067992659322,3.38801759255012e-06,0.126435374651164,0.417581046701747,-6084.76951319512
"17.5%",0.0569650959949325,0.00130101856891153,3.88991651877197e-06,0.128629963173216,0.417805196834276,-6084.52790047197
"20%",0.0569846400238552,0.00131800968911174,4.67899966124922e-06,0.130473327223103,0.417991190843732,-6084.31368842284
"22.5%",0.0570023558568971,0.00133315017655997,5.09401442990483e-06,0.132326728020388,0.418173487120262,-6084.12560699818
"25%",0.0570183935112236,0.00134875753494081,5.92495281021947e-06,0.1340988200873,0.418334113224237,-6083.952920729
"27.5%",0.0570326851377147,0.00136374849509116,6.67236196922084e-06,0.135731097017434,0.418495850058778,-6083.79483895976
"30%",0.05704911345098,0.00137971739149904,7.58890280450428e-06,0.137155862223871,0.418626021758961,-6083.64732735594
"32.5%",0.0570629645233681,0.00139265674138166,8.34284138247547e-06,0.138761284195327,0.418771503890086,-6083.50287508374
"35%",0.057076187241014,0.00140701124040865,9.10875870752287e-06,0.140191433075447,0.418901967470299,-6083.37293282991
"37.5%",0.0570896420225707,0.00142087731248541,9.90844930776791e-06,0.141813266550877,0.419019639974357,-6083.24792630774
"40%",0.057103017159806,0.00143142909626511,1.06812362638458e-05,0.143369851739766,0.419158194700397,-6083.11872028424
"42.5%",0.0571164434432832,0.00144357972454986,1.14641816115327e-05,0.144895847501689,0.419288312360534,-6083.00410393538
"45%",0.0571303642483773,0.00145462127962519,1.22337111820277e-05,0.1462951595398,0.419409235318132,-6082.89239615088
"47.5%",0.05714242313,0.00146427770616108,1.34007843127595e-05,0.147885435642513,0.419533750028622,-6082.77901922695
"50%",0.0571550215638469,0.00147539279954422,1.42695658535321e-05,0.149480859485327,0.419655616575883,-6082.67997567556
"52.5%",0.0571687306214618,0.00148620960519783,1.55383088917083e-05,0.151095000389046,0.419775978784673,-6082.57752410168
"55%",0.0571811728099561,0.00149941489819857,1.67309178837325e-05,0.152367105000333,0.419878933370265,-6082.48625577166
"57.5%",0.0571935731411215,0.00150996181945022,1.79400071852291e-05,0.153855425695814,0.420018375253804,-6082.38924036181
"60%",0.0572071363887978,0.00151934687557164,1.92002187906599e-05,0.15518101998374,0.420145625133469,-6082.29320901886
"62.5%",0.0572218655521182,0.00152910417327737,2.11942409096185e-05,0.156656471277628,0.420285475064862,-6082.20551003674
"65%",0.0572362358101767,0.00154289381994979,2.24720403960129e-05,0.158393739569838,0.420410211509765,-6082.11313129419
"67.5%",0.0572500647666553,0.00155664843839358,2.39429636201334e-05,0.159929850965388,0.420528636552695,-6082.01703430002
"70%",0.0572651311100013,0.00156825812807357,2.54208129941571e-05,0.161725990374348,0.420629317628063,-6081.9149738283
"72.5%",0.0572816302083869,0.00158208185777297,2.71575201357757e-05,0.163749869065736,0.420768413407969,-6081.82207670011
"75%",0.0572968266850963,0.00159819775539047,2.89574017266625e-05,0.165954944023705,0.420928929372212,-6081.72402772056
"77.5%",0.0573128492428338,0.00161254319113408,3.10794333554257e-05,0.168207760158743,0.421100854195894,-6081.63861622315
"80%",0.0573334297006826,0.00162921035732924,3.33819533591454e-05,0.170273892310343,0.421272832926375,-6081.53712384847
"82.5%",0.0573545365051576,0.00164733085069106,3.64990885638392e-05,0.17243442530164,0.421501629292917,-6081.43513812924
"85%",0.0573747789791707,0.00166453606765482,3.98919717942721e-05,0.174927938779526,0.421670619612166,-6081.33811861879
"87.5%",0.0574013448379218,0.00168570914138216,4.38109271542124e-05,0.17840899615818,0.42189783275114,-6081.22641176143
"90%",0.0574268349837992,0.00170770519797522,4.82092845712733e-05,0.182448663184146,0.422100538755848,-6081.10420496622
"92.5%",0.0574593021110297,0.00173737550925643,5.41636975238252e-05,0.186735438918576,0.422420363438866,-6080.96870416049
"95%",0.0575033707340584,0.00177589913898075,6.28572164228241e-05,0.192551846634134,0.422815070165042,-6080.82392101209
"97.5%",0.0575752953613209,0.00183597258134056,7.80663045208835e-05,0.201240116161016,0.423524839415396,-6080.60902132978
"100%",0.0580682164976043,0.00232961098565098,0.000242807067541101,0.302226664408964,0.426899248775419,-6080.03234286247
