pos	3pG>A
1	0.0192016279170455
2	0.0286372714702719
3	0.0152593852508808
4	0.0175260280746092
5	0.0164040261760131
6	0.0225339366515837
7	0.0226826669657377
8	0.0186074907758872
9	0.0191484204572998
10	0.0206885045325622
11	0.0178231436429025
12	0.0201354761588524
13	0.0203634171074629
14	0.0195993149753989
15	0.0209466372300899
16	0.0200624533672313
17	0.0215675960021042
18	0.0183068257123923
19	0.0202487069439859
20	0.019595280046986
21	0.0199405330205407
22	0.0194837224597172
23	0.0217915684447125
24	0.0215392262447187
25	0.0213320306139065
