"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0521067362663466,0.00194801179694273,2.01861297234108e-05,0.150866535473191,0.446849681478954,-7102.6058436536
"Std.",0.000194869622874929,0.000177728733165721,2.02022831251939e-05,0.0206032555695942,0.00214201240633154,1.76087941143016
"Acceptance ratio",0.21974,0.16388,0.11078,0.18064,0.20386,0.62162
"0%",0.0512884073049347,0.00122463829688348,2.36392961007939e-09,0.0725907194601287,0.438855409629711,-7114.7550049574
"2.5%",0.0517232834458949,0.00160736464119165,3.08379983936631e-07,0.113025931320557,0.44258831339519,-7107.00702556198
"5%",0.0517841913731562,0.00166089115901256,8.44538140242694e-07,0.118390395734634,0.44332570956823,-7105.93030788725
"7.5%",0.051824163941409,0.00169646188063922,1.23664902826857e-06,0.122173503886792,0.443811312734426,-7105.318716112
"10%",0.0518529731644426,0.00172318633640141,1.77332743414144e-06,0.125239909692615,0.444161627478093,-7104.91015697675
"12.5%",0.0518794589667428,0.00174831371367394,2.53329350565199e-06,0.127982357698512,0.444472883005272,-7104.58102724818
"15%",0.0519029263474765,0.00176500890400648,3.12590665622288e-06,0.129983890578068,0.444678983676073,-7104.31530161359
"17.5%",0.0519246586457796,0.0017833010935004,3.7340239299954e-06,0.131788523533034,0.444870586001586,-7104.07264766327
"20%",0.0519422515222598,0.00179792382432074,4.48450924947703e-06,0.133503794297161,0.445056557868995,-7103.86981462222
"22.5%",0.0519638955507321,0.00181331471381584,5.09231943370931e-06,0.135136307268377,0.445253394090635,-7103.67819014785
"25%",0.0519817418207567,0.00182643465217586,5.79782680542504e-06,0.136653294189382,0.445435581316257,-7103.51116287995
"27.5%",0.051997066273756,0.00183987139089312,6.59639514695746e-06,0.138366872841553,0.445571274628325,-7103.34913759838
"30%",0.0520104992557377,0.00185331785879599,7.30788339432277e-06,0.139582295067981,0.445709757091084,-7103.19603717105
"32.5%",0.052024279914222,0.00186548559832852,8.06816218954703e-06,0.140930791402586,0.44587311532618,-7103.06505719819
"35%",0.0520377721599468,0.00187808093384518,8.7679771082666e-06,0.142239372601922,0.446010654578644,-7102.94064237842
"37.5%",0.0520475448489796,0.00188897123687097,9.34722485226993e-06,0.143524203059331,0.446143406243168,-7102.81747477802
"40%",0.0520593234929096,0.00189979240358737,1.01483353694131e-05,0.144720295423482,0.446305876696618,-7102.7099926732
"42.5%",0.0520708246477708,0.00190967293450995,1.09410547425095e-05,0.146004902527623,0.446428026484081,-7102.59793654494
"45%",0.0520829037119501,0.00192084314743303,1.17829931177781e-05,0.147255924947845,0.4465444399149,-7102.49696040114
"47.5%",0.0520943608547484,0.00193334226499497,1.27989774714516e-05,0.148480959511473,0.446699071188616,-7102.38918505169
"50%",0.05210609001634,0.0019452865539216,1.3814350676452e-05,0.149810256951165,0.446846182096524,-7102.28620913695
"52.5%",0.0521191689186421,0.00195612063493507,1.50665204021925e-05,0.151183280085808,0.446963256917427,-7102.18486386609
"55%",0.0521314491188662,0.00196929490475782,1.60565764912408e-05,0.152466565808084,0.447078841286174,-7102.08285420313
"57.5%",0.0521435567429642,0.00197906839981445,1.73786803714619e-05,0.153867194836694,0.44722629136437,-7101.98929549378
"60%",0.0521571661907708,0.00199109404110935,1.86272189402932e-05,0.155066162189345,0.447373998544022,-7101.88900998937
"62.5%",0.0521680712482237,0.0020027442058937,2.00219158220497e-05,0.156464212654015,0.447503699361818,-7101.7922017852
"65%",0.052182850761966,0.00201437076310479,2.15512911156659e-05,0.157780001036866,0.447650618896286,-7101.69823769269
"67.5%",0.0521965146376079,0.00202537181187248,2.32091038039108e-05,0.159178134974314,0.447789130788855,-7101.60844404118
"70%",0.0522092140645777,0.00203868778754098,2.46712003621798e-05,0.160675943670705,0.447962603885647,-7101.51334562236
"72.5%",0.0522244944068143,0.0020522024044612,2.64356050316182e-05,0.162319451361647,0.448135866432476,-7101.41684105167
"75%",0.0522380965774623,0.00206572129997056,2.80813198089834e-05,0.164090349220189,0.448277694262049,-7101.32372864507
"77.5%",0.052253789206009,0.00207921088239804,3.03051530072781e-05,0.165434117100646,0.448460245749972,-7101.22842718254
"80%",0.0522708955327985,0.00209532408414489,3.27170371108334e-05,0.167573041843659,0.448668277047801,-7101.13387984341
"82.5%",0.0522867982732709,0.00211435642917295,3.52473876067106e-05,0.169911071876057,0.448848423857549,-7101.03945773605
"85%",0.0523065873845595,0.00213398329514694,3.85241124255756e-05,0.17208636491469,0.449064902486306,-7100.93557480986
"87.5%",0.0523300040631077,0.00215629365522752,4.18145365325506e-05,0.175067552584967,0.449317955869399,-7100.81594626872
"90%",0.0523541418769698,0.00218015052033922,4.60204817729615e-05,0.178220048164468,0.449596567075193,-7100.69498778541
"92.5%",0.0523811519166187,0.00220734689066906,5.22733272091406e-05,0.181542069165742,0.449913077722368,-7100.56641372003
"95%",0.0524207840462447,0.00224794185041261,5.98172630537422e-05,0.186171008234887,0.450362302664805,-7100.40756263288
"97.5%",0.0524794367123627,0.00229730768348517,7.52307207587407e-05,0.194416707875209,0.451081456762424,-7100.1911511746
"100%",0.0528805621440255,0.00267084565320715,0.000216614865550398,0.269393929475373,0.455753701044094,-7099.6294288228
