"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0462830387601735,0.0139584260809983,6.48510885174932e-07,0.139171349823027,0.570590376932792,-3595971.01678013
"Std.",8.59492893358971e-06,2.27966088796179e-05,6.46842319670761e-07,0.000990535043844109,0.000130716608563045,1.79461495642041
"Acceptance ratio",0.15798,0.14448,0.05884,0.19696,0.18958,0.55914
"0%",0.0462499625643539,0.013879813688421,3.98552600889479e-10,0.136066808567076,0.570069515608325,-3595982.91332677
"2.5%",0.0462661612894716,0.013914713582055,1.85039045299817e-08,0.137227339092002,0.570331843220958,-3595975.39248778
"5%",0.0462689760707247,0.0139203211097296,3.37050678975219e-08,0.13751950424614,0.57037736772003,-3595974.43799441
"7.5%",0.0462707252809432,0.0139249660370991,5.01871336225767e-08,0.137712136879777,0.570404183414725,-3595973.8711692
"10%",0.0462721427712828,0.0139286443006651,6.81666049827312e-08,0.137858926901454,0.570425809754106,-3595973.45779579
"12.5%",0.0462732260266159,0.0139319256681626,8.47811961414022e-08,0.138012689184435,0.570440673191463,-3595973.12033019
"15%",0.0462742169806571,0.0139345473068481,1.0421657119464e-07,0.138137478130975,0.570453614943241,-3595972.81782173
"17.5%",0.0462749305427821,0.0139368093740106,1.27321311023354e-07,0.138244672150572,0.570468060386877,-3595972.56116888
"20%",0.0462757979969724,0.0139390680377647,1.50326281770661e-07,0.138339996017602,0.570480453411003,-3595972.35502297
"22.5%",0.0462764751643101,0.0139410554266721,1.66770916023167e-07,0.138422519431988,0.570492072378305,-3595972.15898756
"25%",0.046277202707743,0.013943029080794,1.87724388027705e-07,0.138510019522705,0.570503260842605,-3595971.99603352
"27.5%",0.0462779786248005,0.0139450632284082,2.10157869762241e-07,0.138585882792782,0.570514336530075,-3595971.82285735
"30%",0.0462786257039131,0.0139467863369191,2.25637673559821e-07,0.138660989252374,0.570522685891888,-3595971.67243273
"32.5%",0.0462792716986016,0.0139483448220004,2.56969658696196e-07,0.138731451855323,0.570533899666515,-3595971.52513604
"35%",0.0462798745841788,0.0139500417464566,2.75050652611133e-07,0.138795081955765,0.570541836908401,-3595971.37462946
"37.5%",0.0462804198453332,0.0139516734564575,3.0254173288148e-07,0.138858647507346,0.570548482263791,-3595971.23872072
"40%",0.0462809974317558,0.0139529745874484,3.35763890050628e-07,0.138913414838851,0.570557504522769,-3595971.0992114
"42.5%",0.0462815536137193,0.0139542854904695,3.57227872960644e-07,0.138974437410479,0.570564758028841,-3595970.97479544
"45%",0.0462820316051955,0.0139556755199458,3.86908460962924e-07,0.139045036029392,0.570572668509679,-3595970.87090786
"47.5%",0.0462825737374996,0.0139572040584812,4.14497944455767e-07,0.13910444878406,0.570580681353343,-3595970.76462078
"50%",0.0462831190761494,0.013958615155672,4.44079549408147e-07,0.139163839726517,0.570590078120111,-3595970.66422313
"52.5%",0.0462835892785282,0.0139596778286414,4.79398362732858e-07,0.139234989357746,0.570598542687205,-3595970.56468942
"55%",0.0462840891984184,0.0139611149347281,5.18827867415043e-07,0.139303355647297,0.570607803466145,-3595970.45577351
"57.5%",0.046284639384755,0.0139624430633498,5.55429862586945e-07,0.13935877686854,0.570616407053363,-3595970.36037608
"60%",0.0462850738250338,0.0139636946387427,5.92468366655238e-07,0.139421374707096,0.570624629579771,-3595970.25424788
"62.5%",0.0462856788976152,0.0139653734329162,6.32176948931147e-07,0.139482268686176,0.570633194214145,-3595970.15455244
"65%",0.0462863654032047,0.0139668966153487,6.74922177657739e-07,0.13955373594519,0.570641204674885,-3595970.05544405
"67.5%",0.04628698695375,0.0139683441108156,7.2564798656329e-07,0.139613474460448,0.570650251385347,-3595969.9591883
"70%",0.0462875649108492,0.0139701597674292,7.64817148809507e-07,0.139685126622257,0.570659739215597,-3595969.87347481
"72.5%",0.046288089833106,0.0139720745174155,8.34007611490112e-07,0.139758577562105,0.570668336788387,-3595969.7775876
"75%",0.0462887243165073,0.0139739010357669,9.03594909135426e-07,0.139840118939115,0.570676774604458,-3595969.68040899
"77.5%",0.0462894372829354,0.013975932526434,9.76027986069016e-07,0.139915702989408,0.570686519023643,-3595969.58372147
"80%",0.0462901497404767,0.013977620827314,1.06171470873879e-06,0.140012094746008,0.570699308717996,-3595969.49409339
"82.5%",0.0462909820723812,0.013979948033047,1.14221286111442e-06,0.14010698121625,0.570710495257775,-3595969.39974369
"85%",0.0462917468014475,0.0139823639109207,1.23623317209281e-06,0.140208938634472,0.570725077268395,-3595969.30088589
"87.5%",0.0462924887941371,0.0139847544220723,1.33778125206405e-06,0.140322489370825,0.570740712006129,-3595969.19240374
"90%",0.0462938337572156,0.0139876343831952,1.53512582696445e-06,0.140455725600714,0.570757423761156,-3595969.078168
"92.5%",0.04629527436973,0.0139919708414143,1.67626643113412e-06,0.140603151173486,0.57077612183964,-3595968.94541687
"95%",0.0462973401363044,0.0139967247904727,1.94317208362527e-06,0.140833291836451,0.570805702749114,-3595968.77251735
"97.5%",0.0463005740328512,0.0140027679023056,2.33351335864043e-06,0.141064515049962,0.570845996550322,-3595968.56758104
"100%",0.046314005769782,0.0140281775859764,6.13444944471955e-06,0.143087684724817,0.571134210480011,-3595967.98754352
