pos	3pG>A
1	0.0174348458844585
2	0.0219508130161452
3	0.01423316284143
4	0.0151100240404547
5	0.0146659189069851
6	0.0180353272123616
7	0.0188751676457718
8	0.0166209471261378
9	0.0171880740790611
10	0.0177942705388438
11	0.0174992002142734
12	0.0183742196061246
13	0.0184792873166857
14	0.017717746220752
15	0.0175160496391248
16	0.0182207958365901
17	0.0179418018160843
18	0.0188462397981597
19	0.0168398422486639
20	0.0177527307726235
21	0.0193581837390763
22	0.0190348739158241
23	0.0189401456159907
24	0.019639686726573
25	0.0208029568565483
