Sequence_Name	Extraction_ID
GmA02001	Gmi-ABas_001
GmA02002	Gmi-ABas_002
GmA02004	Gmi-ABas_004
GmA02005	Gmi-ABas_005
GmA02006	Gmi-ABas_006
GmA02007	Gmi-ABas_007
GmA02008	Gmi-ABas_008
GmA02017	Gmi-ABas_017
GmA02018	Gmi-ABas_018
GmA02019	Gmi-ABas_019
GmA02020	Gmi-ABas_020
GmA02021	Gmi-ABas_021
GmA02022	Gmi-ABas_022
GmA02023	Gmi-ABas_023
GmA02028	Gmi-ABas_028
GmA02030	Gmi-ABas_030
GmA02033	Gmi-ABas_033
GmA02034	Gmi-ABas_034
GmA02035	Gmi-ABas_035
GmA02044	Gmi-ABas_044
GmA02045	Gmi-ABas_045
GmA02047	Gmi-ABas_047
GmA02049	Gmi-ABas_049
GmA02054	Gmi-ABas_054
GmA02055	Gmi-ABas_055
GmA02058	Gmi-ABas_058
GmA02059	Gmi-ABas_059
GmA02060	Gmi-ABas_060
GmA01001	Gmi-AHam_001
GmA01002	Gmi-AHam_002
GmA01003	Gmi-AHam_003
GmA01004	Gmi-AHam_004
GmA01010	Gmi-AHam_010
GmA01011	Gmi-AHam_011
GmA01013	Gmi-AHam_013
GmA01014	Gmi-AHam_014
GmA01015	Gmi-AHam_015
GmA01016	Gmi-AHam_016
GmA01017	Gmi-AHam_017
GmA01018	Gmi-AHam_018
GmA01026	Gmi-AHam_026
GmA01027	Gmi-AHam_027
GmA01028	Gmi-AHam_028
GmA01029	Gmi-AHam_029
GmA01030	Gmi-AHam_030
GmA01031	Gmi-AHam_031
GmA01032	Gmi-AHam_032
GmA01033	Gmi-AHam_033
GmA01035	Gmi-AHam_035
GmA01037	Gmi-AHam_037
GmA01039	Gmi-AHam_039
GmA01041	Gmi-AHam_041
GmA01042	Gmi-AHam_042
GmA01055	Gmi-AHam_055
GmA01060	Gmi-AHam_060
GmA01065	Gmi-AHam_065
GmA01074	Gmi-AHam_074
GmA01078	Gmi-AHam_078
GmA01079	Gmi-AHam_079
GmA01083	Gmi-AHam_083
GmA01089	Gmi-AHam_089
GmC02001	Gmi-CBas_001
GmC02002	Gmi-CBas_002
GmC02003	Gmi-CBas_003
GmC02004	Gmi-CBas_004
GmC02005	Gmi-CBas_005
GmC02006	Gmi-CBas_006
GmC02007	Gmi-CBas_007
GmC02008	Gmi-CBas_008
GmC02009	Gmi-CBas_009
GmC02010	Gmi-CBas_010
GmC02011	Gmi-CBas_011
GmC02012	Gmi-CBas_012
GmC02013	Gmi-CBas_013
GmC02014	Gmi-CBas_014
GmC02015	Gmi-CBas_015
GmC02016	Gmi-CBas_016
GmC02017	Gmi-CBas_017
GmC02018	Gmi-CBas_018
GmC02019	Gmi-CBas_019
GmC02020	Gmi-CBas_020
GmC02021	Gmi-CBas_021
GmC02022	Gmi-CBas_022
GmC02023	Gmi-CBas_023
GmC02024	Gmi-CBas_024
GmC02025	Gmi-CBas_025
GmC02026	Gmi-CBas_026
GmC02027	Gmi-CBas_027
GmC02028	Gmi-CBas_028
GmC02029	Gmi-CBas_029
GmC02030	Gmi-CBas_030
GmC02031	Gmi-CBas_031
GmC02032	Gmi-CBas_032
GmC02033	Gmi-CBas_033
GmC02034	Gmi-CBas_034
GmC02035	Gmi-CBas_035
GmC02036	Gmi-CBas_036
GmC02037	Gmi-CBas_037
GmC02038	Gmi-CBas_038
GmC02039	Gmi-CBas_039
GmC02040	Gmi-CBas_040
GmC02041	Gmi-CBas_041
GmC02042	Gmi-CBas_042
GmC02043	Gmi-CBas_043
GmC02044	Gmi-CBas_044
GmC02045	Gmi-CBas_045
GmC02046	Gmi-CBas_046
GmC02047	Gmi-CBas_047
GmC02048	Gmi-CBas_048
GmC02049	Gmi-CBas_049
GmC02050	Gmi-CBas_050
GmC02052	Gmi-CBas_052
GmC02053	Gmi-CBas_053
GmC02054	Gmi-CBas_054
GmC02055	Gmi-CBas_055
GmC02056	Gmi-CBas_056
GmC02057	Gmi-CBas_057
GmC02058	Gmi-CBas_058
GmC02059	Gmi-CBas_059
GmC02060	Gmi-CBas_060
GmC02061	Gmi-CBas_061
GmC02062	Gmi-CBas_062
GmC02063	Gmi-CBas_063
GmC02064	Gmi-CBas_064
GmC02066	Gmi-CBas_066
GmC02067	Gmi-CBas_067
GmC02068	Gmi-CBas_068
GmC02069	Gmi-CBas_069
GmC02070	Gmi-CBas_070
GmC02071	Gmi-CBas_071
GmC02072	Gmi-CBas_072
GmC02073	Gmi-CBas_073
GmC02075	Gmi-CBas_075
GmC02076	Gmi-CBas_076
GmC02077	Gmi-CBas_077
GmC02078	Gmi-CBas_078
GmC02079	Gmi-CBas_079
GmC02080	Gmi-CBas_080
GmC02081	Gmi-CBas_081
GmC02082	Gmi-CBas_082
GmC02083	Gmi-CBas_083
GmC02084	Gmi-CBas_084
GmC02085	Gmi-CBas_085
GmC02086	Gmi-CBas_086
GmC02087	Gmi-CBas_087
GmC02088	Gmi-CBas_088
GmC02089	Gmi-CBas_089
GmC02090	Gmi-CBas_090
GmC02091	Gmi-CBas_091
GmC02092	Gmi-CBas_092
GmC02093	Gmi-CBas_093
GmC02094	Gmi-CBas_094
GmC02095	Gmi-CBas_095
GmC01001	Gmi-CBat_001
GmC01002	Gmi-CBat_002
GmC01003	Gmi-CBat_003
GmC01004	Gmi-CBat_004
GmC01005	Gmi-CBat_005
GmC01006	Gmi-CBat_006
GmC01007	Gmi-CBat_007
GmC01008	Gmi-CBat_008
GmC01009	Gmi-CBat_009
GmC01010	Gmi-CBat_010
GmC01011	Gmi-CBat_011
GmC01012	Gmi-CBat_012
GmC01013	Gmi-CBat_013
GmC01014	Gmi-CBat_014
GmC01015	Gmi-CBat_015
GmC01016	Gmi-CBat_016
GmC01017	Gmi-CBat_017
GmC01018	Gmi-CBat_018
GmC01019	Gmi-CBat_019
GmC01020	Gmi-CBat_020
GmC01021	Gmi-CBat_021
GmC01022	Gmi-CBat_022
GmC01023	Gmi-CBat_023
GmC01024	Gmi-CBat_024
GmC01025	Gmi-CBat_025
GmC01026	Gmi-CBat_026
GmC01027	Gmi-CBat_027
GmC01028	Gmi-CBat_028
GmC01029	Gmi-CBat_029
GmC01030	Gmi-CBat_030
GmC01031	Gmi-CBat_031
GmC01032	Gmi-CBat_032
GmC01033	Gmi-CBat_033
GmC01034	Gmi-CBat_034
GmC01035	Gmi-CBat_035
GmC01036	Gmi-CBat_036
GmC01037	Gmi-CBat_037
GmC01038	Gmi-CBat_038
GmC01039	Gmi-CBat_039
GmC01040	Gmi-CBat_040
GmC01041	Gmi-CBat_041
GmC01042	Gmi-CBat_042
GmC01043	Gmi-CBat_043
GmC01044	Gmi-CBat_044
GmC01045	Gmi-CBat_045
GmC01046	Gmi-CBat_046
GmC01047	Gmi-CBat_047
GmC01048	Gmi-CBat_048
GmC01049	Gmi-CBat_049
GmC01050	Gmi-CBat_050
GmC01051	Gmi-CBat_051
GmC01052	Gmi-CBat_052
GmC01053	Gmi-CBat_053
GmC01054	Gmi-CBat_054
GmC01055	Gmi-CBat_055
GmC01056	Gmi-CBat_056
GmC01057	Gmi-CBat_057
GmC01058	Gmi-CBat_058
GmC01059	Gmi-CBat_059
GmC01060	Gmi-CBat_060
GmC01061	Gmi-CBat_061
GmC01062	Gmi-CBat_062
GmC01063	Gmi-CBat_063
GmC01064	Gmi-CBat_064
GmC01065	Gmi-CBat_065
GmC01066	Gmi-CBat_066
GmC01067	Gmi-CBat_067
GmC01068	Gmi-CBat_068
GmC01069	Gmi-CBat_069
GmC01070	Gmi-CBat_070
GmC01071	Gmi-CBat_071
GmC01072	Gmi-CBat_072
GmC01073	Gmi-CBat_073
GmC01074	Gmi-CBat_074
GmC01075	Gmi-CBat_075
GmC01076	Gmi-CBat_076
GmC01077	Gmi-CBat_077
GmC01078	Gmi-CBat_078
GmC01079	Gmi-CBat_079
GmC01080	Gmi-CBat_080
GmC01081	Gmi-CBat_081
GmC01082	Gmi-CBat_082
GmC01083	Gmi-CBat_083
GmC01084	Gmi-CBat_084
GmC01085	Gmi-CBat_085
GmC01086	Gmi-CBat_086
GmC01087	Gmi-CBat_087
GmC01088	Gmi-CBat_088
GmC01089	Gmi-CBat_089
GmC01090	Gmi-CBat_090
GmC01091	Gmi-CBat_091
GmC01092	Gmi-CBat_092
GmC01093	Gmi-CBat_093
GmC01094	Gmi-CBat_094
GmC01095	Gmi-CBat_095
GmC01096	Gmi-CBat_096
